order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0331	0.589	0.0761	0.787	0	0	-20.3	67.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	12	0.0356	0.1549	0.0174	0.156	0.048	75.1	93.7	73.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0277	0.1604	0.0252	0.318	0.094	67	9.7	106.8
2	12	0.0271	0.0551	0.0081	0.096	0.062	71.3	-115.5	66.7
0	0	0	0	0	0	0	0	0	0
2	8	0.0277	0.0431	0.0062	0.071	0.078	151.3	143	133.6
1	1	0.0249	0.1782	0.0298	0.406	0.038	7.8	-12.2	78.1
