order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0259	0.3307	0.0412	0.421	0	0	152	59.3
1	1	0.0246	0.0568	0.0107	0.163	0.049	43.6	99.2	51.8
1	1	0.0246	0.1045	0.017	0.22	0.055	99.1	-106.5	88.6
1	1	0.0325	1.3371	0.2205	2.998	0.148	73.9	-118.2	129.1
1	1	0.0155	0.0315	0.0084	0.18	0.14	71.8	36.1	65.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0299	0.137	0.0228	0.31	0.081	66	126.7	117.6
2	4	0.0238	0.0381	0.0064	0.086	0.069	96.8	170.3	58.7
2	4	0.0196	0.0387	0.0081	0.134	0.065	43.6	-137.5	86.4
0	0	0	0	0	0	0	0	0	0
2	5	0.0127	0.0161	0.0051	0.127	0.174	87.7	-49.1	72.7
3	8	0.0247	0.0379	0.0061	0.079	0.067	161.3	-73.5	61.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0161	0.021	0.0052	0.103	0.129	0	-60.2	73.7
0	0	0	0	0	0	0	0	0	0
2	4	0.0215	0.0571	0.0113	0.183	0.274	79.3	114.5	21.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0151	0.0129	0.0034	0.071	0.345	36.6	-116.4	90.6
2	4	0.025	0.1757	0.0331	0.508	0.4	40.4	-177.1	42.5
2	4	0.0196	0.0223	0.0045	0.073	0.381	49.8	-77.4	108.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0188	0.0675	0.0151	0.267	0.417	49.7	-158.7	86.9
0	0	0	0	0	0	0	0	0	0
2	4	0.0179	0.0676	0.0169	0.351	0.445	146.2	25.9	109.6
2	4	0.0224	0.0488	0.0087	0.124	0.455	67.1	179	64.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0254	0.0861	0.0135	0.17	0.449	108.8	-95.3	95.1
0	0	0	0	0	0	0	0	0	0
2	4	0.0179	0.031	0.0068	0.12	0.455	58.6	-135	47.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0166	0.0311	0.0085	0.196	0.5	120.3	-46.2	107.4
0	0	0	0	0	0	0	0	0	0
3	45	0.0149	0.018	0.0048	0.103	0.476	104.3	164.1	150.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0201	0.0734	0.0146	0.23	0.532	26.9	-57.9	62.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0268	0.1328	0.0198	0.236	0.631	50.3	135.2	87.5
0	0	0	0	0	0	0	0	0	0
2	4	0.0176	0.0296	0.0068	0.122	0.655	80.5	172.4	82.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0201	0.0551	0.0109	0.171	0.133	177.7	9.4	146.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	39	0.0213	0.0553	0.0109	0.17	0.455	80.4	-150.1	3.1
0	0	0	0	0	0	0	0	0	0
0	0	0.0187	0.0201	0.0043	0.073	0.057	0	-82	98.3
