order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0342	0.3861	0.048	0.483	0	0	175.1	67.1
1	1	0.0231	0.1663	0.0272	0.355	0.129	15.7	-44.4	139.2
2	17	0.0155	0.0706	0.0156	0.28	0.181	98.1	-25.1	95.5
2	17	0.011	0.0102	0.0037	0.107	0.284	38.7	98.3	27.2
2	2	0.0199	0.0533	0.0114	0.196	0.186	48.1	83.5	170.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.02	0.0347	0.0069	0.11	0.178	68	166.2	60.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	19	0.0135	0.059	0.0146	0.291	0.256	20.2	-103.9	116.4
1	1	0.0289	0.6313	0.0915	1.061	0.158	8	-9.8	112.4
2	2	0.017	0.0487	0.0104	0.179	0.128	112.2	-166.5	87.6
2	17	0.0209	0.1589	0.035	0.627	0.513	37.3	-39.4	131.2
0	0	0.0277	0.0266	0.0038	0.044	0.32	0	176.4	64.9
