order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.026	0.1442	0.0247	0.348	0	0	92	35
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0267	0.0644	0.0096	0.115	0.132	32.4	86.2	50.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.005	0.002	0.0016	0.103	0.155	81.3	96.1	83.6
1	1	0.0232	0.0305	0.0055	0.078	0.104	39.1	-82	113
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0185	0.322	0.0708	1.24	0.142	113.8	23.8	57.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0274	0.0712	0.0104	0.12	0.229	36	97.1	96.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0175	0.1928	0.0441	0.801	0.237	78.2	-43.8	87.6
0	0	0	0	0	0	0	0	0	0
2	13	0.0175	0.0324	0.0084	0.184	0.251	124.4	-110.3	87
3	26	0.0166	0.0239	0.0058	0.11	0.24	55	11.3	88.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	26	0.0186	0.0684	0.0147	0.251	0.262	82.7	-78.5	158.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.005	0.0018	0.0014	0.089	0.261	33.9	139.4	94.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	34	0.0177	0.0421	0.0095	0.171	0.216	135.8	-73.4	22.4
4	34	0.0229	0.0501	0.0088	0.122	0.246	118.4	12.5	59.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	26	0.0166	0.0552	0.0157	0.371	0.26	109.5	11.3	15.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	47	0.0157	0.0209	0.0053	0.108	0.309	79.5	97.9	119.5
3	26	0.0166	0.0843	0.0214	0.434	0.22	80.4	127.7	121.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	47	0.0285	0.1511	0.0212	0.236	0.296	105.1	-138.6	148.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	56	0.0127	0.021	0.0066	0.166	0.2	119.4	-176.4	125.9
4	34	0.0177	0.0326	0.0074	0.133	0.143	164.8	-7.6	25.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	26	0.0177	0.0666	0.015	0.271	0.152	73.1	31.6	150.2
0	0	0	0	0	0	0	0	0	0
4	56	0.0157	0.0572	0.0167	0.403	0.227	51.5	78	53.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	71	0.0264	0.0699	0.0106	0.127	0.255	4.3	83.3	53.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	56	0.015	0.0223	0.0059	0.126	0.223	177.2	-140.6	99.8
0	0	0	0	0	0	0	0	0	0
2	13	0.0392	0.2229	0.0228	0.185	0.366	61.2	-0.6	64.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0174	0.0268	0.0061	0.112	0.402	23.8	-26.1	54.8
