order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0264	0.2705	0.0384	0.44	0	0	158.6	52.4
1	1	0.0263	0.076	0.0114	0.135	0.068	103.1	67.2	76.7
1	1	0.0238	0.9623	0.19	3.038	0.059	85.4	-116	88.4
2	3	0.0221	0.1364	0.0247	0.357	0.056	22.8	-128.8	49.8
0	0	0	0	0	0	0	0	0	0
2	3	0.0248	0.0424	0.0068	0.088	0.075	44.8	175.8	65.6
3	4	0.0296	0.1102	0.0149	0.161	0.092	5.8	-62.4	9
3	4	0.0213	0.0391	0.0073	0.109	0.068	38	-124.2	87.6
3	4	0.0171	0.0284	0.0066	0.123	0.099	92.8	-121.8	95.5
0	0	0	0	0	0	0	0	0	0
1	1	0.0211	0.0394	0.0075	0.112	0.131	67.1	-140.4	80.5
2	3	0.0213	0.0459	0.0086	0.129	0.061	57.3	-173.3	109.3
2	3	0.0275	0.0234	0.0034	0.039	0.07	89	-94.6	149.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	4	0.0174	0.0221	0.0051	0.093	0.056	59.6	110.7	94
3	4	0.016	0.0171	0.0043	0.085	0.071	94.6	81.3	118.1
1	1	0.0177	0.0663	0.0145	0.254	0.154	127.2	50.4	97.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0152	0.0182	0.0048	0.1	0.077	69.4	177.2	112.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	22	0.0209	0.0283	0.0054	0.082	0.085	59.6	-125.7	77.7
2	3	0.0219	0.0369	0.0067	0.098	0.096	99.9	162.8	122.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0187	0.0223	0.0048	0.081	0.206	0	-94.3	94.1
2	19	0.0186	0.0288	0.0069	0.14	0.168	48.6	-15.5	83.7
2	19	0.005	0.0012	0.001	0.063	0.178	106	-2.1	108.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0204	0.0509	0.01	0.155	0.277	87.7	122.7	61
2	3	0.023	0.0326	0.0057	0.079	0.339	92.5	-43.2	126.6
0	0	0	0	0	0	0	0	0	0
2	3	0.0151	0.0175	0.005	0.115	0.368	10.6	-122.1	96.7
2	3	0.0188	0.1293	0.0291	0.523	0.383	55.4	-155.4	53.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	44	0.0176	0.0174	0.004	0.072	0.393	106.7	-50.1	97.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0154	0.0276	0.0072	0.147	0.416	106.3	126.5	81.6
2	3	0.0345	0.0659	0.0076	0.071	0.445	76.8	175	51
0	0	0	0	0	0	0	0	0	0
2	3	0.029	0.2327	0.0321	0.352	0.44	88.2	170	158.5
2	3	0.0201	0.0364	0.0073	0.115	0.472	60.7	170.3	98.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.021	0.0734	0.0146	0.23	0.468	156.8	37.4	100.2
0	0	0	0	0	0	0	0	0	0
2	3	0.0216	0.0485	0.0106	0.197	0.495	94.8	-41.9	107.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	57	0.0267	0.0889	0.0133	0.159	0.459	125.7	-44	96.9
2	3	0.0187	0.0775	0.0173	0.307	0.537	46.8	-67.3	116.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0166	0.032	0.0084	0.185	0.642	92	81.9	112.5
3	73	0.0199	0.0297	0.006	0.095	0.634	151.9	-107.2	94.2
2	3	0.0209	0.0414	0.0081	0.125	0.649	39.3	-178.2	77.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0145	0.0223	0.0062	0.135	0.028	53	-66.8	87.8
3	26	0.0212	0.0151	0.0028	0.043	0.072	51.6	-151.7	93.4
3	59	0.0155	0.032	0.0083	0.171	0.493	111	123.6	142.8
