order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0164	0.1966	0.0393	0.648	0	0	-168.4	70.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0158	0.1995	0.0535	1.146	0.078	152.8	140.5	100.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0185	0.0587	0.0127	0.218	0.131	124.3	6.7	85.7
0	0	0	0	0	0	0	0	0	0
3	8	0.0224	0.0456	0.0082	0.116	0.139	49.7	-102.7	89.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.007	0.0032	0.0018	0.084	0.25	36.1	124.7	160.2
2	4	0.022	0.0922	0.0168	0.243	0.224	171	6.4	102.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	17	0.0162	0.0262	0.0065	0.127	0.224	90.9	149.9	163
