order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0287	0.1733	0.0248	0.287	0	0	64.4	43.2
0	0	0	0	0	0	0	0	0	0
1	1	0.029	0.244	0.0427	0.627	0.073	116.3	-74.9	36.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0224	0.1663	0.0308	0.471	0.105	99.8	16.4	88
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.02	0.0457	0.0091	0.146	0.132	33	165.2	76.8
0	0	0	0	0	0	0	0	0	0
2	6	0.0188	0.05	0.0105	0.175	0.106	12.4	72.4	85.9
2	6	0.0201	0.0692	0.0137	0.217	0.121	111.7	-61	92.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.0188	0.0716	0.0178	0.357	0.111	70.7	101.6	157.7
3	13	0.0166	0.0153	0.0037	0.071	0.148	137.1	75.1	119.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.0214	0.0254	0.0048	0.071	0.123	46.2	-42.7	86.9
2	3	0.02	0.0237	0.0047	0.076	0.104	140.7	22.6	119.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0352	0.1006	0.0115	0.104	0.105	22.6	-131.5	96.4
0	0	0	0	0	0	0	0	0	0
2	3	0.0224	0.0686	0.0123	0.175	0.129	97.9	-1.2	32.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	18	0.0271	0.05	0.0074	0.086	0.058	62	-175	43.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0197	0.0501	0.0099	0.156	0.146	116.6	-175.1	100.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0174	0.0494	0.0113	0.205	0.102	101.6	126.9	77.9
0	0	0.0226	0.0454	0.008	0.113	0.099	0	95.9	85.9
2	6	0.005	0.0013	0.001	0.065	0.112	77.4	-91	35.9
0	0	0.022	0.0308	0.0056	0.081	0.072	0	78.7	34.1
0	0	0.0312	0.0472	0.0061	0.062	0.06	0	-175	107.9
0	0	0	0	0	0	0	0	0	0
3	13	0.0228	0.06	0.0105	0.147	0.135	44.3	-176.5	85.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	52	0.0224	0.0547	0.0098	0.138	0.139	94	152.6	80.9
