order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0652	2.1556	0.1322	0.645	0	0	32.5	87.6
3	10	0.0257	0.3628	0.0564	0.697	0.014	89.3	-56	28.2
3	10	0.046	0.4741	0.0412	0.285	0.175	37.6	67.2	9.7
3	10	0.0403	0.7433	0.0737	0.582	0.236	43	43	50.2
0	0	0	0	0	0	0	0	0	0
3	10	0.0748	2.7839	0.1488	0.633	0.198	39.9	93.2	117
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.062	2.2354	0.154	0.879	0.026	132.4	-141.9	77
2	9	0.0479	4.7164	0.3348	1.902	0.15	85.8	-65.7	118.3
