order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0312	0.3115	0.0362	0.339	0	0	116	65.3
1	1	0.0246	0.1169	0.0198	0.266	0.021	79.2	22.7	66.3
1	1	0.0241	0.2708	0.0453	0.608	0.151	58.5	159.1	71
2	3	0.013	0.0127	0.0043	0.134	0.184	174.2	12.7	59.4
2	3	0.0267	0.0195	0.0029	0.035	0.198	109.9	-30.1	46.5
0	0	0	0	0	0	0	0	0	0
2	3	0.005	0.0031	0.0025	0.156	0.164	108.5	-150.9	83.2
0	0	0	0	0	0	0	0	0	0
0	0	0.0254	0.0403	0.0063	0.079	0.195	0	-133.5	56.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.018	0.0235	0.0052	0.092	0.159	46.8	60.9	114.2
2	3	0.0242	0.1084	0.0179	0.235	0.083	104.6	-34.9	99.2
2	3	0.0168	0.0232	0.0055	0.104	0.094	112.8	110.1	141
2	3	0.0211	0.0436	0.0093	0.166	0.069	81.5	-31.7	85.9
2	3	0.0211	0.0635	0.0138	0.257	0.037	68.4	121.8	84.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0215	0.043	0.0074	0.102	0.197	59.6	-175	52.5
3	20	0.024	0.0544	0.0092	0.125	0.234	69	38.9	98.9
