order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0226	0.0979	0.0165	0.222	0	0	-69.8	36.8
1	1	0.0064	0.0058	0.0037	0.185	0.05	104.2	60.8	97.9
1	1	0.0162	0.2696	0.0578	1.016	0.086	123.7	-83.1	109.1
2	203	0.0147	0.0266	0.0072	0.157	0.075	18.8	-56.1	53.7
2	203	0.021	0.3403	0.0687	1.113	0.115	10.6	-129.8	75.7
2	203	0.0211	0.158	0.031	0.489	0.101	56	36.9	86.1
2	203	0.0222	0.0504	0.0098	0.152	0.114	117.1	-0.9	100.1
2	203	0.0222	0.3338	0.0675	1.108	0.121	28.5	153.1	42.4
1	1	0.005	0.0005	0.0004	0.024	0.085	84.5	-77.5	103
2	3	0.0154	0.0254	0.0066	0.136	0.081	65.9	179.3	16.9
4	210	0.0184	0.0516	0.0112	0.193	0.201	109.2	-54.8	44.4
0	0	0	0	0	0	0	0	0	0
3	6	0.0218	0.0954	0.0175	0.255	0.106	31.1	-1.8	86.5
3	6	0.0271	0.0639	0.0094	0.111	0.123	104.6	131.1	108.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	6	0.0173	0.02	0.0046	0.085	0.204	177.2	-126.7	158.4
0	0	0	0	0	0	0	0	0	0
3	8	0.018	0.0344	0.0076	0.135	0.177	112.1	171.3	156
0	0	0	0	0	0	0	0	0	0
3	8	0.021	0.0508	0.0108	0.193	0.25	45.4	61.8	152.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	8	0.0309	0.1054	0.0137	0.141	0.248	149	-76.7	149.2
3	8	0.011	0.0106	0.0039	0.111	0.238	71.9	-122.6	98
3	8	0.0183	0.0587	0.0124	0.207	0.228	61.2	-109.1	69.8
3	8	0.0128	0.0273	0.0069	0.143	0.305	48	136.2	123.4
2	203	0.0183	0.0469	0.0101	0.175	0.133	52.9	121.5	73.8
2	203	0.0257	0.031	0.0048	0.06	0.176	63.5	-2.5	20.8
0	0	0	0	0	0	0	0	0	0
3	204	0.018	0.0719	0.016	0.283	0.158	88.2	-80.9	91.7
3	204	0.0208	0.0386	0.0074	0.113	0.187	3.7	68.9	62.8
3	204	0.0186	0.0177	0.0038	0.065	0.203	115.8	-23.4	50.1
1	1	0.0115	0.005	0.0018	0.049	0.072	161.8	-29	86.7
2	3	0.0203	0.0452	0.0089	0.139	0.063	137.1	-171.3	95.7
3	5	0.005	0.0018	0.0015	0.094	0.213	60.2	-166.9	112
3	5	0.0273	0.062	0.0091	0.106	0.232	171.8	-55	55
4	210	0.026	0.0381	0.0059	0.072	0.242	84.6	-115.8	122.9
4	13	0.0226	0.0824	0.0146	0.205	0.112	163.5	112	83.4
0	0	0	0	0	0	0	0	0	0
