order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0215	0.1923	0.0381	0.615	0	0	52.5	64.1
1	1	0.0211	0.0126	0.0024	0.036	0.023	49.3	-29.4	71.8
2	13	0.0181	0.01	0.0022	0.039	0.026	74.1	-31.7	60.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0157	0.0112	0.0028	0.056	0.041	41.3	163	126.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.022	0.0945	0.0186	0.296	0.023	123.4	-102	92.1
