radius (m)	length (m)	start_point	axis_direction	parent	extension	branch	branch_order	position_in_branch	mad	SurfCov	added	UnmodRadius (m)
0.0228	0.2199	-1.7302	-1.3893	-0.5102	0.7757	0.2848	0.5631	0	2	1	0	1	0.0079	0.5938	0	0.019
0.0349	0.4067	-1.5668	-1.3234	-0.3809	-0.2401	-0.9398	0.2432	1	3	1	0	2	0.0261	0.5385	0	0.0379
0.0195	0.0608	-1.5414	-1.3971	-0.185	0.0952	-0.333	0.9381	2	4	1	0	3	0.0023	0.625	0	0.0198
0.0105	0.0228	-1.5462	-1.342	-0.3278	0.774	-0.5778	-0.2588	3	5	1	0	4	0.0046	0.5625	0	0.0095
0.0093	0.0261	-1.5322	-1.3513	-0.3328	-0.4999	-0.6153	0.6094	4	0	1	0	5	0.0021	0.4167	0	0.0093
0.0216	0.6308	-1.6171	-1.3252	-0.4327	0.6143	0.7575	0.2209	1	7	88	1	1	0.0272	0.5125	0	0.0844
0.0216	0.1742	-1.251	-0.8259	-0.3005	0.6706	0.7245	0.1596	6	8	88	1	2	0.0188	0.5889	0	0.0848
0.0216	0.0837	-1.1524	-0.6838	-0.2891	0.5984	0.7936	0.1097	7	9	88	1	3	0.0214	0.68	0	0.0817
0.0201	0.0334	-1.1044	-0.6148	-0.2703	0.4208	0.8944	-0.1518	8	10	88	1	4	0.0191	0.6364	0	0.0201
0.0216	0.2008	-1.0587	-0.609	-0.2676	0.6155	0.7852	-0.068	9	11	88	1	5	0.0346	0.7636	0	0.0922
0.0216	0.0041	-0.9303	-0.4585	-0.2838	0.8344	0.5504	0.0301	10	12	88	1	6	0.02	0.7188	0	0.0502
0.0214	0.1645	-0.9177	-0.4672	-0.2791	0.7519	0.655	0.075	11	13	88	1	7	0.0329	0.7	0	0.0971
0.0214	0.2075	-0.7926	-0.3677	-0.2612	0.8693	0.3723	0.3252	12	14	88	1	8	0.0242	0.7167	0	0.0709
0.0215	0.1241	-0.6203	-0.2561	-0.2054	0.8514	0.3375	0.4016	13	15	88	1	9	0.0299	0.7857	0	0.0655
0.0212	0.1142	-0.5241	-0.2157	-0.1353	0.7795	0.4822	0.3998	14	16	88	1	10	0.0081	0.5333	0	0.0605
0.0214	0.1023	-0.4267	-0.1716	-0.0931	0.7525	0.4043	0.52	15	17	88	1	11	0.0196	0.7	0	0.0636
0.0213	0.1152	-0.3126	-0.1662	-0.0756	0.8022	0.3467	0.4861	16	18	88	1	12	0.0115	0.55	0	0.0461
0.0216	0.085	-0.2215	-0.1142	-0.0247	0.9885	0.1363	0.0651	17	19	88	1	13	0.0168	0.8	0	0.0457
0.0216	0.0856	-0.1371	-0.1027	-0.0148	0.9605	0.2643	-0.087	18	20	88	1	14	0.0084	0.76	0	0.0341
0.0203	0.0333	-0.054	-0.0906	-0.0155	0.9974	0.0692	-0.0207	19	21	88	1	15	0.0023	0.5833	0	0.0203
0.0182	0.0527	-0.0191	-0.0757	-0.0139	0.9915	-0.1299	-0.0064	20	22	88	1	16	0.0027	0.5833	0	0.0182
0.0196	0.0676	0.0259	-0.0694	-0.0226	0.8323	0.5395	0.1274	21	23	88	1	17	0.0029	0.75	0	0.0196
0.0196	0.0763	0.1106	-0.0587	-0.0193	0.6791	0.7288	0.0874	22	24	88	1	18	0.003	0.9583	0	0.0196
0.0216	0.0695	0.1581	0.0106	-0.0183	0.9509	0.3082	0.0274	23	25	88	1	19	0.0129	0.65	0	0.0389
0.0213	0.0827	0.2252	0.027	-0.0158	0.9019	0.2297	0.3659	24	26	88	1	20	0.0154	0.62	0	0.043
0.0214	0.1098	0.2957	0.0672	0.0026	0.9433	0.2808	0.1768	25	27	88	1	21	0.0101	0.5667	0	0.0393
0.0215	0.0696	0.3996	0.0956	0.0266	0.9303	0.3482	0.1156	26	28	88	1	22	0.0096	0.775	0	0.0331
0.0216	0.0681	0.4666	0.1127	0.0334	0.9559	0.2837	0.076	27	29	88	1	23	0.0115	0.8	0	0.0347
0.0216	0.0771	0.5298	0.1345	0.0443	0.9107	0.3843	0.1518	28	30	88	1	24	0.0116	0.775	0	0.0358
0.0216	0.0623	0.5997	0.1676	0.0564	0.9825	0.0994	-0.1576	29	31	88	1	25	0.012	0.6	0	0.0353
0.0248	0.0425	0.6599	0.1802	0.077	0.8803	0.4694	-0.0689	30	32	88	1	26	0.0025	0.9167	0	0.0248
0.024	0.0489	0.6962	0.199	0.0798	0.9182	0.3205	0.2328	31	33	88	1	27	0.0079	0.6	0	0.0313
0.0236	0.0484	0.7477	0.2139	0.0879	0.4467	0.1864	0.8751	32	34	88	1	28	0.0027	0.7083	0	0.0236
0.0174	0.0611	0.7618	0.2373	0.1125	0.8528	0.5192	0.0554	33	35	88	1	29	0.002	0.5833	0	0.0174
0.0175	0.0542	0.8142	0.2663	0.1266	0.9289	0.3647	0.0646	34	36	88	1	30	0.0019	0.6667	0	0.0175
0.0212	0.0609	0.8627	0.2897	0.1251	0.9463	0.2929	-0.1368	35	37	88	1	31	0.0066	0.5	0	0.03
0.0215	0.0589	0.9126	0.3043	0.1313	0.8663	0.1174	0.4856	36	38	88	1	32	0.0028	0.6667	0	0.0244
0.0215	0.0639	0.9772	0.2866	0.1484	0.8878	0.3467	0.3027	37	39	88	1	33	0.0027	0.6667	0	0.0228
0.021	0.064	1.0262	0.3319	0.1753	0.9431	0.2369	0.2332	38	40	88	1	34	0.0035	0.5833	0	0.0214
0.0165	0.0734	1.0904	0.3289	0.1828	0.9627	0.2454	-0.1141	39	41	88	1	35	0.0017	0.5	0	0.0127
0.0165	0.0797	1.1591	0.3529	0.1746	0.9484	0.3043	-0.0889	40	42	88	1	36	0.0021	0.5833	0	0.0144
0.0165	0.0476	1.2335	0.3715	0.1785	0.9342	0.2615	0.2426	41	43	88	1	37	0.0013	0.5833	0	0.0118
0.0165	0.0797	1.277	0.397	0.1781	0.8798	0.3558	0.3151	42	44	88	1	38	0.0023	0.7917	0	0.0165
0.0165	0.05	1.3447	0.4277	0.2105	0.876	0.4621	0.1386	43	45	88	1	39	0.0017	0.625	0	0.0141
0.0165	0.0488	1.3863	0.4518	0.2191	0.5493	0.799	0.2446	44	46	88	1	40	0.0016	0.4583	0	0.0152
0.0165	0.0813	1.4122	0.4926	0.2275	0.7218	0.6706	0.1711	45	47	88	1	41	0.0016	0.5417	0	0.0152
0.0165	0.0582	1.4709	0.5472	0.2407	0.8685	0.4947	0.0306	46	48	88	1	42	0.0054	0.325	0	0.0111
0.0195	0.0527	1.5218	0.6132	0.2474	0.9695	0.0224	-0.2441	47	49	88	1	43	0.0018	0.5833	0	0.0197
0.0165	0.0424	1.5714	0.6165	0.236	0.8159	0.1895	0.5462	48	50	88	1	44	0.0017	0.6667	0	0.013
0.0165	0.0443	1.6079	0.6223	0.2624	0.8385	0.5287	-0.132	49	51	88	1	45	0.0016	0.6667	0	0.0127
0.0165	0.0489	1.6438	0.6569	0.2647	0.9312	0.2775	-0.2363	50	52	88	1	46	0.0043	0.325	0	0.0112
0.0165	0.0723	1.7011	0.6579	0.2553	0.7342	0.6774	-0.0463	51	53	88	1	47	0.0018	0.5	0	0.0131
0.0165	0.0565	1.7568	0.7007	0.2597	0.7729	0.5949	0.2206	52	54	88	1	48	0.002	0.5833	0	0.0154
0.0165	0.0577	1.7988	0.7296	0.2877	0.8166	0.5211	0.2484	53	55	88	1	49	0.0017	0.5833	0	0.0118
0.0165	0.1043	1.8468	0.7618	0.2899	0.9147	0.3806	0.1358	54	56	88	1	50	0.0051	0.35	0	0.0115
0.0165	0.0268	1.9419	0.7988	0.3068	0.9579	0.1423	0.2492	55	57	88	1	51	0.0049	0.4688	0	0.0125
0.0165	0.0592	1.962	0.816	0.3183	0.7884	0.4707	-0.396	56	58	88	1	52	0.0045	0.2	0	0.0098
0.0165	0.0796	2.0134	0.8351	0.3095	0.9137	0.4027	-0.0552	57	59	88	1	53	0.0019	0.5417	0	0.0151
0.0165	0.0483	2.0874	0.8658	0.3006	0.858	0.5068	0.0837	58	60	88	1	54	0.0018	0.625	0	0.0156
0.0165	0.0415	2.1278	0.8898	0.3075	0.9008	0.2491	0.3557	59	61	88	1	55	0.002	0.5833	0	0.0158
0.0165	0.0878	2.1586	0.9176	0.3322	0.8168	0.4845	-0.3131	60	62	88	1	56	0.0033	0.32	0	0.0111
0.0165	0.0921	2.2399	0.9418	0.3215	0.8698	0.4914	0.0455	61	63	88	1	57	0.0015	0.5833	0	0.0162
0.0165	0.0453	2.3267	0.9895	0.3094	0.746	0.5398	0.39	62	64	88	1	58	0.0015	0.5417	0	0.0164
0.0165	0.0561	2.3567	1.0157	0.3393	0.867	0.4553	0.2023	63	65	88	1	59	0.0015	0.4167	0	0.0151
0.0165	0.039	2.407	1.0378	0.3503	0.8954	0.4167	0.1568	64	66	88	1	60	0.0015	0.5417	0	0.0165
0.0165	0.0432	2.4413	1.0596	0.3496	0.8655	0.426	0.2636	65	67	88	1	61	0.0017	0.4167	0	0.0119
0.0165	0.0712	2.4817	1.0719	0.3554	0.8916	0.4525	-0.0163	66	68	88	1	62	0.0013	0.375	0	0.0128
0.0165	0.0619	2.5473	1.0997	0.3542	0.8902	0.4534	0.0443	67	69	88	1	63	0.0037	0.25	0	0.0096
0.0165	0.0577	2.6035	1.1278	0.355	0.8561	0.2896	0.428	68	70	88	1	64	0.0015	0.4583	0	0.0148
0.0165	0.0797	2.6554	1.1402	0.3786	0.8653	0.5011	0.0139	69	71	88	1	65	0.0019	0.625	0	0.0141
0.0165	0.0579	2.7245	1.1808	0.371	0.7728	0.6321	0.0569	70	72	88	1	66	0.0016	0.5417	0	0.0135
0.018	0.0738	2.7749	1.2094	0.3753	0.7895	0.5853	0.1847	71	73	88	1	67	0.0019	0.5417	0	0.0187
0.0168	0.075	2.8303	1.2546	0.3936	0.7452	0.6431	0.1765	72	74	88	1	68	0.002	0.4167	0	0.0177
0.0165	0.0336	2.8867	1.3032	0.3979	0.8198	0.5692	0.0637	73	75	88	1	69	0.0012	0.2917	0	0.0156
0.0165	0.0668	2.9215	1.3032	0.4022	0.9184	0.3652	0.1523	74	76	88	1	70	0.0041	0.3	0	0.011
0.0165	0.0296	2.981	1.3457	0.4055	0.9674	0.1671	0.1904	75	77	88	1	71	0.0013	0.375	0	0.0145
0.0165	0.0096	3.0097	1.35	0.4132	0.6713	0.7136	0.2004	76	78	88	1	72	0.0044	0.125	0	0.0103
0.0165	0.0523	3.017	1.3551	0.4111	0.5152	-0.743	0.4272	77	79	88	1	73	0.0012	0.375	0	0.0153
0.0165	0.0671	3.0522	1.3262	0.4332	0.7393	-0.6114	0.2822	78	80	88	1	74	0.0034	0.2	0	0.0114
0.0165	0.0456	3.0854	1.2714	0.4699	0.7304	-0.6635	0.1618	79	81	88	1	75	0.0029	0.15	0	0.01
0.0165	0.0332	3.1163	1.28	0.4512	0.9487	-0.134	-0.2864	80	0	88	1	76	0.0032	0.2917	0	0.0116
0.0168	0.1818	-1.2138	-0.8172	-0.2987	0.9723	0.2285	0.0495	7	83	2	2	1	0.0028	0.6667	1	0.0168
0.0168	0.0673	-1.0371	-0.7756	-0.2897	0.8749	0.373	0.3089	82	84	2	2	2	0.0028	0.6667	0	0.0168
0.0157	0.0523	-0.9802	-0.7443	-0.2708	0.956	0.2868	-0.0614	83	85	2	2	3	0.0021	0.7917	0	0.0157
0.0136	0.0585	-0.9302	-0.7297	-0.2749	0.9882	0.1528	0.0023	84	86	2	2	4	0.0017	0.625	0	0.0136
0.0137	0.0477	-0.8726	-0.7214	-0.2726	0.9718	0.168	0.1655	85	87	2	2	5	0.0018	0.5417	0	0.0137
0.0129	0.0549	-0.825	-0.7115	-0.2704	0.9665	0.0999	0.2363	86	88	2	2	6	0.0017	0.7083	0	0.0129
0.0129	0.022	-0.7726	-0.6999	-0.2535	0.9915	0.1285	-0.0189	87	89	2	2	7	0.0016	0.375	0	0.0127
0.0129	0.0381	-0.7494	-0.6964	-0.258	0.9457	-0.0282	0.3238	88	0	2	2	8	0.0018	0.4583	0	0.0122
0.0135	0.139	-0.6298	-0.2383	-0.2149	-0.7234	0.4594	-0.5153	14	91	3	2	1	0.0021	0.5417	1	0.0127
0.0135	0.0508	-0.7304	-0.1744	-0.2865	-0.835	0.4505	-0.316	90	92	3	2	2	0.0021	0.5417	0	0.0127
0.0144	0.0444	-0.7692	-0.1498	-0.2946	0.1384	0.9522	-0.2725	91	93	3	2	3	0.002	0.5417	0	0.0144
0.0155	0.0415	-0.7689	-0.1033	-0.3139	0.4414	0.8822	0.164	92	94	3	2	4	0.0021	0.625	0	0.0155
0.0168	0.0503	-0.7393	-0.0726	-0.3077	0.464	0.8836	-0.0636	93	95	3	2	5	0.0026	0.8333	0	0.0168
0.0167	0.052	-0.7085	-0.0308	-0.2924	0.6	0.7894	-0.1296	94	96	3	2	6	0.0022	0.7917	0	0.0167
0.0138	0.0357	-0.687	0.0249	-0.3155	0.6301	0.7243	0.2801	95	97	3	2	7	0.0021	0.625	0	0.0138
0.0202	0.0423	-0.6556	0.0442	-0.3035	0.5875	0.8077	0.0498	96	98	3	2	8	0.0024	0.6667	0	0.0208
0.0168	0.0385	-0.6403	0.0903	-0.3196	0.4966	0.8234	0.2747	97	99	3	2	9	0.0023	0.625	0	0.0168
0.0182	0.0522	-0.614	0.1222	-0.3032	0.3849	0.7704	-0.5083	98	100	3	2	10	0.0022	0.7083	0	0.0182
0.0166	0.0605	-0.5909	0.1625	-0.3223	0.5214	0.8248	-0.2186	99	101	3	2	11	0.0064	0.625	0	0.0226
