order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0186	0.2	0.0375	0.579	0	0	172.5	56.9
1	1	0.0177	0.0286	0.0065	0.117	0.021	127.9	-17.5	72
2	2	0.0168	0.0177	0.0042	0.08	0.027	96.5	59.2	117.3
0	0	0	0	0	0	0	0	0	0
2	2	0.0168	0.0137	0.0033	0.062	0.026	89.8	-131.2	95.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0192	0.0361	0.0075	0.124	0.076	142.4	112.7	61.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0234	0.0576	0.0099	0.134	0.032	67.9	147.4	65.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0196	0.0177	0.0036	0.058	0.024	0	61.1	91.4
