order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0267	0.2393	0.0331	0.384	0	0	14.9	78
1	1	0.028	0.0642	0.0092	0.104	0.005	127.5	154.9	67
1	1	0.0263	0.0518	0.0079	0.095	0.029	31	109	122.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0217	0.0358	0.0066	0.097	0.046	85	-135.8	40.1
1	1	0.018	0.1503	0.032	0.555	0.122	24.4	175.5	37.5
2	9	0.0237	0.0512	0.0086	0.116	0.198	141.3	42.2	63.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0205	0.0825	0.0166	0.267	0.185	34.6	19.9	84
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0196	0.1612	0.0316	0.495	0.1	64.7	48.3	89.2
1	1	0.025	0.0386	0.0062	0.079	0.122	85.2	49	82.7
0	0	0	0	0	0	0	0	0	0
2	9	0.019	0.0499	0.0105	0.176	0.196	32.2	-35.5	94.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	17	0.0211	0.0364	0.0069	0.104	0.11	108.2	-35.3	95.8
2	17	0.0182	0.0383	0.0091	0.177	0.106	51.5	28.9	109.1
0	0	0	0	0	0	0	0	0	0
2	9	0.0197	0.0501	0.0102	0.164	0.183	44.5	-111.8	73.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	17	0.0213	0.0373	0.0074	0.118	0.205	116.4	137.9	92.6
0	0	0	0	0	0	0	0	0	0
2	9	0.005	0.0015	0.0012	0.075	0.149	94	-74.1	73.9
2	17	0.0223	0.04	0.0072	0.103	0.226	80.6	-35.4	90.9
0	0	0	0	0	0	0	0	0	0
2	17	0.0197	0.0492	0.01	0.162	0.247	61.9	33.5	85.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.012	0.0101	0.0034	0.09	0.087	121.5	-89.5	74.9
0	0	0.0249	0.0535	0.009	0.121	0.165	0	141.4	103
