order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0302	0.3425	0.0384	0.347	0	0	107.5	65.9
1	1	0.0286	0.1529	0.0252	0.341	0.015	108.8	-106.8	50.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0208	0.9291	0.1497	1.985	0.034	56	4.7	66.1
1	1	0.0305	0.2837	0.0474	0.641	0.071	93.2	-177	57
0	0	0	0	0	0	0	0	0	0
2	2	0.0159	0.0191	0.0048	0.096	0.175	42.1	141.6	50.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0207	0.0484	0.0075	0.097	0.063	96.6	-32	37.3
0	0	0	0	0	0	0	0	0	0
2	2	0.0172	0.0783	0.0162	0.271	0.126	158.5	12.7	119.2
2	2	0.0271	0.1127	0.0167	0.196	0.086	32.6	-105.9	27.8
2	5	0.0227	0.0473	0.0083	0.116	0.209	102.4	-167.2	74.8
2	5	0.0196	0.1336	0.0279	0.465	0.253	104.5	-151.3	73.2
2	5	0.0202	0.1161	0.023	0.363	0.241	23.9	105.1	54
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.0334	0.0268	0.0032	0.031	0.134	118.6	-159.5	129.9
3	230	0.0153	0.0238	0.0062	0.129	0.046	166.6	-61.8	72.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	17	0.0186	0.0243	0.0052	0.089	0.251	113.4	-147	48.9
4	234	0.005	0.0007	0.0006	0.036	0.264	32.4	4.4	49.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.0277	0.12	0.0174	0.2	0.169	20.1	-111.4	102
0	0	0	0	0	0	0	0	0	0
3	230	0.0253	0.0249	0.0039	0.05	0.061	96.6	-136.7	137.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	30	0.024	0.086	0.0142	0.186	0.172	175.1	-108.7	90.3
2	6	0.0189	0.0528	0.0111	0.184	0.166	54.1	24.9	37.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	230	0.0223	0.0858	0.0179	0.314	0.057	90.7	152.3	92.6
2	5	0.0241	0.0693	0.0126	0.19	0.291	117.4	9.7	83.7
2	5	0.019	0.0542	0.0104	0.161	0.278	37.4	-81.7	90.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	44	0.04	0.0801	0.008	0.064	0.21	119.9	-166.2	125.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.0204	0.0542	0.0107	0.168	0.156	55.2	14.2	129.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	49	0.0181	0.0345	0.0075	0.131	0.344	101.5	148.6	114.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.0085	0.0069	0.0035	0.144	0.148	136.7	-103.9	75.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	5	0.0186	0.0237	0.0053	0.096	0.196	100	141.8	80.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
