order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0295	0.2562	0.0339	0.358	0	0	171.2	64.1
1	1	0.021	0.0333	0.0064	0.096	0.05	119.3	-126.6	57.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0189	0.0564	0.0118	0.195	0.046	121.3	160.4	69
0	0	0	0	0	0	0	0	0	0
2	6	0.0193	0.0452	0.0094	0.155	0.081	32	-78	111
1	1	0.0255	0.4844	0.097	1.598	0.075	102.6	-65.7	66.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0252	0.0876	0.0139	0.175	0.135	70.3	122.6	72.4
2	9	0.0254	0.0301	0.0048	0.06	0.127	25.2	39.9	84.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0138	0.0211	0.0061	0.143	0.233	47.7	52	103.9
0	0	0	0	0	0	0	0	0	0
2	9	0.018	0.115	0.026	0.48	0.245	84	-134.8	55.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	18	0.005	0.0018	0.0014	0.089	0.306	171.9	126.7	89
0	0	0	0	0	0	0	0	0	0
3	18	0.0193	0.0284	0.0064	0.114	0.319	119	145.5	89.5
0	0	0	0	0	0	0	0	0	0
2	9	0.0216	0.0368	0.0068	0.1	0.303	107.8	-168.6	179.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	26	0.0257	0.1336	0.0208	0.258	0.237	117.1	116.5	64.7
2	9	0.0216	0.0579	0.0107	0.158	0.283	59.4	27.2	136.8
3	18	0.0054	0.0009	0.0007	0.038	0.315	131.4	175.3	100.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.019	0.0696	0.0157	0.285	0.272	67.5	170.7	75.2
0	0	0	0	0	0	0	0	0	0
2	9	0.0219	0.033	0.006	0.088	0.266	54	-72.5	88.5
3	18	0.0294	0.0958	0.013	0.141	0.309	53.3	29.7	104.8
0	0	0	0	0	0	0	0	0	0
3	37	0.0146	0.0259	0.0072	0.162	0.274	53.7	-72.2	94.8
2	9	0.0144	0.0168	0.0047	0.104	0.263	94.7	-12.8	93.2
0	0	0	0	0	0	0	0	0	0
2	9	0.0181	0.0556	0.0123	0.217	0.263	91.9	-94.6	75.3
2	9	0.0182	0.0367	0.0084	0.153	0.276	102.2	21.4	82.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0127	0.025	0.0074	0.176	0.261	110.8	-115	86.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.005	0.0024	0.0019	0.122	0.254	105.2	-162.5	93.1
4	42	0.005	0.0017	0.0014	0.089	0.277	143.7	174.6	87.1
2	9	0.022	0.1638	0.0297	0.43	0.23	57.5	-89.6	84.2
3	56	0.005	0.0024	0.0019	0.124	0.253	105.1	128.6	34.6
3	58	0.0179	0.0184	0.0046	0.098	0.245	91.1	-150.4	47.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	58	0.0213	0.0933	0.0175	0.261	0.239	145.5	56.2	103
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	58	0.0208	0.0634	0.0122	0.187	0.192	84.2	-117.8	45.9
4	63	0.0119	0.0085	0.0029	0.077	0.22	119	-161.6	68.8
0	0	0	0	0	0	0	0	0	0
2	9	0.0193	0.0862	0.0179	0.296	0.195	61.5	110.2	88.3
0	0	0	0	0	0	0	0	0	0
3	58	0.0209	0.0934	0.0184	0.289	0.116	101.9	105.4	122.7
3	58	0.0235	0.0397	0.0067	0.091	0.091	41.5	-89.6	81.7
2	9	0.0159	0.0258	0.0062	0.119	0.206	101.6	97.6	78.8
2	9	0.0213	0.0296	0.0056	0.083	0.212	80.2	70.7	52.3
3	71	0.0183	0.0256	0.0056	0.097	0.195	23.2	128.3	83.6
4	117	0.0214	0.0448	0.0084	0.125	0.197	67.2	-70.6	135.8
0	0	0	0	0	0	0	0	0	0
3	58	0.0112	0.0044	0.0019	0.071	0.101	164	24.5	120.9
0	0	0	0	0	0	0	0	0	0
3	71	0.0183	0.0376	0.0082	0.143	0.201	14.8	132.8	76.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	73	0.0166	0.0225	0.005	0.09	0.122	133.9	72.6	99.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	71	0.0174	0.0296	0.0067	0.119	0.19	80.1	128.7	94.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	9	0.0183	0.0281	0.007	0.147	0.193	69.8	-118.9	53.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	73	0.0188	0.027	0.0057	0.097	0.153	77.7	-162.3	123.3
0	0	0	0	0	0	0	0	0	0
2	9	0.0126	0.0157	0.005	0.126	0.215	50.9	-99.4	88
2	9	0.0164	0.0349	0.0081	0.148	0.187	83.9	9.4	70.4
3	102	0.031	0.0757	0.0098	0.101	0.205	39.7	47.8	84
2	9	0.0151	0.0195	0.0057	0.142	0.21	38.8	-60.1	78.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0265	0.0619	0.0094	0.112	0.056	96	-137.5	64.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	53	0.0137	0.0159	0.0046	0.108	0.258	37.7	-147.7	66.3
0	0	0	0	0	0	0	0	0	0
3	71	0.0192	0.0558	0.0116	0.193	0.192	38.5	-95.3	71.2
0	0	0	0	0	0	0	0	0	0
0	0	0.0309	0.0678	0.0088	0.091	0.299	0	-39.2	115.1
4	73	0.005	0.0024	0.0019	0.122	0.115	82.1	-60.1	92.3
