order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0225	0.197	0.0312	0.406	0	0	120.5	67.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0163	0.0311	0.0076	0.146	0.098	70.6	-41.4	101.7
1	1	0.005	0.0018	0.0014	0.092	0.128	139.4	-141	129.2
1	1	0.0195	0.142	0.0281	0.448	0.118	70.8	-100.4	85.9
2	5	0.0185	0.0186	0.004	0.069	0.089	34.6	-16.8	63.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.019	0.2022	0.0396	0.624	0.135	117.8	-12.1	84.2
2	6	0.0187	0.034	0.0081	0.162	0.14	76.7	126	105.3
0	0	0	0	0	0	0	0	0	0
2	13	0.0218	0.0363	0.0067	0.097	0.114	30.1	155.3	152.4
1	1	0.0176	0.043	0.0092	0.158	0.159	100.4	-76.2	22
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	6	0.019	0.041	0.0097	0.193	0.195	166	-108.8	112.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0203	0.0438	0.0102	0.192	0.154	63.7	111.3	86
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.038	0.188	0.0198	0.166	0.175	42.7	54.1	134.3
3	36	0.0179	0.018	0.004	0.071	0.159	65.7	152.4	75.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.005	0.0017	0.0014	0.089	0.14	91	156.5	95.3
3	41	0.023	0.0235	0.0056	0.108	0.133	69.2	41.3	83.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.016	0.0361	0.0089	0.176	0.122	60.5	45	133.6
2	13	0.005	0.0014	0.0011	0.073	0.112	47.2	29	62
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	13	0.0164	0.0307	0.0074	0.14	0.144	79.6	2.6	80.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0207	0.0321	0.0062	0.095	0.09	92.7	-175.1	130.7
2	6	0.0186	0.025	0.0054	0.093	0.118	48.8	-173.2	62.3
2	13	0.018	0.0222	0.0049	0.087	0.144	143.6	132.3	88.4
0	0	0.0209	0.0223	0.0043	0.065	0.134	0	104.7	73.2
3	21	0.0291	0.0565	0.0078	0.085	0.126	61.3	109.2	133.3
0	0	0	0	0	0	0	0	0	0
3	36	0.0214	0.0327	0.0061	0.091	0.161	6.3	109.8	92.1
3	50	0.0152	0.0227	0.006	0.125	0.078	74.9	158	94.9
