order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0163	0.155	0.0313	0.52	0	0	-165.6	66.1
1	1	0.0215	0.0845	0.0184	0.325	0.04	17.7	162.3	65.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	38	0.005	0.0016	0.0013	0.084	0.087	129.6	-164.7	92.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0149	0.0955	0.0271	0.613	0.007	36.8	-66.6	120
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	10	0.0142	0.0285	0.0089	0.222	0.029	72	-117.5	75.6
2	10	0.0219	0.0964	0.0176	0.255	0.049	100	58.8	83
0	0	0	0	0	0	0	0	0	0
1	1	0.0187	0.2201	0.0516	0.981	0.036	128.8	24.7	102.3
0	0	0	0	0	0	0	0	0	0
2	10	0.0119	0.0138	0.0046	0.124	0.043	79.7	-101.8	110.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	17	0.0204	0.0382	0.0075	0.117	0.03	100.6	105.1	57.6
3	23	0.0132	0.016	0.0049	0.118	0.047	93.7	10.7	90.1
2	10	0.0137	0.0349	0.0102	0.235	0.079	133.6	51.4	102.7
2	17	0.0179	0.0671	0.015	0.267	0.029	23.3	-85.4	75.5
0	0	0	0	0	0	0	0	0	0
2	17	0.017	0.0351	0.009	0.195	0.014	114.7	-38.2	67.2
0	0	0	0	0	0	0	0	0	0
2	17	0.0131	0.017	0.0047	0.106	0.021	103.1	-46.1	97.2
0	0	0	0	0	0	0	0	0	0
2	17	0.0134	0.0585	0.0144	0.285	0.034	62.7	98.8	41.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	32	0.005	0.0011	0.0009	0.056	0.045	61.8	-14.3	80.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.019	0.0574	0.0126	0.22	0.048	102.3	-89	79.4
