order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0435	1.7951	0.1215	0.728	0	0	-20.8	36.7
1	1	0.0322	0.9077	0.1018	0.927	0.118	54.5	159.4	85.4
1	1	0.0398	1.8927	0.1524	1.015	0.169	72.8	20.6	59.6
0	0	0	0	0	0	0	0	0	0
2	70	0.0365	0.2621	0.0287	0.251	0.247	105.6	-13.9	25.6
0	0	0	0	0	0	0	0	0	0
2	70	0.0382	0.274	0.0287	0.239	0.168	60.1	140.6	96.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	70	0.0239	0.0674	0.0113	0.151	0.237	67.9	-90.1	62.9
0	0	0	0	0	0	0	0	0	0
2	70	0.0286	0.1357	0.019	0.211	0.305	66.6	99.2	108.8
2	70	0.0503	0.9588	0.0762	0.482	0.207	119	-92.7	69.1
0	0	0	0	0	0	0	0	0	0
2	70	0.0377	0.5018	0.0546	0.473	0.233	88.6	-73.2	96.7
0	0	0	0	0	0	0	0	0	0
2	70	0.059	1.6002	0.122	0.78	0.211	113.4	-67.9	91.2
2	70	0.0334	0.2254	0.027	0.258	0.286	64.5	-145	118.8
2	70	0.0519	0.4029	0.0311	0.191	0.348	44.3	119.5	93.4
0	0	0	0	0	0	0	0	0	0
3	72	0.0322	0.2011	0.0248	0.243	0.354	134.8	171.7	51
2	2	0.0386	0.1552	0.017	0.152	0.243	44.6	156.8	135.4
2	2	0.0315	0.0451	0.0057	0.058	0.363	87.7	-73.6	124.7
3	71	0.0358	0.0852	0.0095	0.085	0.327	116.9	59.1	65
0	0	0	0	0	0	0	0	0	0
2	3	0.0378	0.7557	0.0847	0.762	0.181	22.6	19.3	82.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.029	0.0975	0.0135	0.148	0.315	122.3	150.9	82.3
2	3	0.0284	0.1539	0.0218	0.246	0.329	107	169.6	94.7
2	3	0.0203	0.0324	0.0064	0.1	0.339	171.8	49.9	52.9
2	3	0.0343	0.2138	0.0249	0.231	0.322	91.1	-5.6	86.8
0	0	0	0	0	0	0	0	0	0
2	3	0.0311	0.1189	0.0153	0.156	0.311	155.7	72.5	129.2
2	3	0.0436	0.09	0.0083	0.06	0.31	45.1	-61.9	101.7
0	0	0	0	0	0	0	0	0	0
2	3	0.0234	0.1383	0.0217	0.272	0.368	79.3	-175.2	92.9
0	0	0	0	0	0	0	0	0	0
2	3	0.0346	0.2167	0.0248	0.226	0.314	103.7	-1.3	25.5
0	0	0	0	0	0	0	0	0	0
2	3	0.0352	0.155	0.0176	0.16	0.248	37	-68.2	62.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0403	0.1701	0.0186	0.167	0.369	106.3	-173.7	138.3
2	3	0.0317	0.109	0.0138	0.139	0.312	24.9	-113.1	72.7
2	3	0.023	0.02	0.0035	0.048	0.491	14.8	-36.8	52.7
0	0	0	0	0	0	0	0	0	0
3	18	0.029	0.1414	0.0196	0.217	0.132	118.5	158.6	44.1
0	0	0	0	0	0	0	0	0	0
3	18	0.0281	0.1336	0.0198	0.234	0.113	85.7	26.1	41.9
0	0	0	0	0	0	0	0	0	0
2	70	0.0349	0.0408	0.0047	0.043	0.464	45.7	71	46.7
0	0	0	0	0	0	0	0	0	0
2	70	0.0311	0.1072	0.0138	0.141	0.62	29.6	-63.3	36.3
3	23	0.0265	0.0321	0.0048	0.058	0.177	118.7	19	95.5
3	27	0.0335	0.3627	0.0437	0.421	0.178	34.1	-79.1	111.4
3	27	0.0242	0.1045	0.0172	0.226	0.207	62.4	30.3	111.4
3	27	0.033	0.2442	0.0293	0.279	0.144	50.6	-176.7	53.6
3	27	0.0232	0.0747	0.0129	0.177	0.119	158.5	91.4	115.5
3	27	0.0328	0.1705	0.0208	0.202	0.155	68	10.5	153.1
3	39	0.013	0.0169	0.0052	0.126	0.437	89.3	-97	67.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	60	0.0265	0.1078	0.0152	0.171	0.182	81.9	-131.6	133.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0743	2.2444	0.1396	0.754	0.199	81.5	-161	81.2
2	2	0.0397	1.0196	0.0812	0.521	0.28	49.2	-146.1	79.2
2	70	0.0487	0.7472	0.0613	0.401	0.319	143.1	-141.5	38.9
3	27	0.0313	0.0536	0.0068	0.07	0.177	87.8	20	72.1
0	0	0	0	0	0	0	0	0	0
3	39	0.0229	0.0292	0.0051	0.071	0.368	122	-53.2	81.6
0	0	0.0105	0.0421	0.0127	0.337	0.083	0	-171.7	61.6
3	18	0.0531	0.342	0.0257	0.154	0.128	52.7	-146.5	38.3
3	72	0.0463	0.4231	0.0379	0.275	0.393	42.2	41.1	75.5
0	0	0	0	0	0	0	0	0	0
0	0	0.0143	0.0157	0.0044	0.098	0.406	0	-160.7	107.8
