order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0397	0.4752	0.0465	0.364	0	0	160.2	9.7
1	1	0.027	0.1616	0.0239	0.282	0.04	68.5	46.1	64.2
1	1	0.0227	0.1814	0.029	0.378	0.069	101.1	-26.8	91.4
1	1	0.0234	0.0569	0.0092	0.121	0.058	66.3	-121.1	86.8
1	1	0.0207	0.0787	0.0143	0.209	0.066	78.1	-159	71.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0229	0.0634	0.0111	0.154	0.038	22.4	139	82.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0222	0.0667	0.0114	0.159	0.202	164.3	97.7	83.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0292	0.087	0.0119	0.13	0.081	131.9	-133.6	64.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	12	0.0141	0.0074	0.0024	0.076	0.228	75.9	-66	51.3
0	0	0	0	0	0	0	0	0	0
2	12	0.005	0.0019	0.0015	0.095	0.241	137.3	60.7	145.6
3	16	0.02	0.0308	0.0062	0.098	0.134	138.6	-30.2	108.5
3	16	0.0277	0.0779	0.0113	0.129	0.082	38.1	-88.4	90.3
2	3	0.0257	0.0131	0.002	0.025	0.069	64.2	-9.3	108.9
