order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0278	0.2784	0.0468	0.644	0	0	-41	41
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0217	0.0507	0.0108	0.192	0.14	101.3	-124.6	87
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0168	0.0268	0.0075	0.177	0.153	44.1	-92.7	5.5
0	0	0.0217	0.0253	0.0047	0.068	0.16	0	71.2	101.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	11	0.005	0.0023	0.0018	0.118	0.241	7.9	109.6	84.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0179	0.1778	0.0407	0.741	0.196	64.8	-12.7	88.3
0	0	0	0	0	0	0	0	0	0
1	1	0.0168	0.0241	0.0066	0.151	0.171	117.6	79.4	97.4
1	1	0.0188	0.0341	0.0073	0.123	0.241	49.5	-108.7	60.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	19	0.0174	0.0854	0.0197	0.361	0.205	66.4	-121.2	35.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	19	0.0255	0.0607	0.0095	0.119	0.246	116.7	138.4	72.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0391	0.1091	0.0112	0.091	0.308	0	-60	104.1
0	0	0	0	0	0	0	0	0	0
2	19	0.0168	0.02	0.0048	0.09	0.296	49.5	-13.1	103.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	19	0.0161	0.0255	0.0072	0.171	0.264	41.9	-75.3	136.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	19	0.005	0.0016	0.0012	0.079	0.31	69	-49.9	110.2
0	0	0	0	0	0	0	0	0	0
1	1	0.0243	0.0848	0.0135	0.171	0.054	41.6	-120	21.4
0	0	0.0298	0.0449	0.006	0.065	0.131	0	68.6	87.5
0	0	0	0	0	0	0	0	0	0
0	0	0.0236	0.0248	0.0042	0.057	0.153	0	-76.5	49.9
