order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0245	0.164	0.0304	0.454	0	0	82	15.4
1	1	0.0184	0.0422	0.0098	0.181	0.159	100.1	111.5	100
1	1	0.0181	0.055	0.011	0.176	0.108	65.9	73.1	100.3
1	1	0.0199	0.0314	0.0063	0.101	0.098	86.8	130.8	71.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0221	0.045	0.0081	0.117	0.184	35.3	71.7	60.9
0	0	0	0	0	0	0	0	0	0
1	1	0.0243	0.153	0.0252	0.329	0.251	143.8	-47.9	15.8
1	1	0.0216	0.0353	0.0065	0.096	0.205	46.9	-175.2	70.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	10	0.0203	0.0341	0.0067	0.105	0.31	117.5	30.7	92.9
2	10	0.005	0.0011	0.0009	0.055	0.316	35.2	-79.7	61.1
