order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0223	0.1851	0.0297	0.382	0	0	170.3	70.4
1	1	0.0252	0.178	0.0349	0.566	0.101	152.8	-63.3	124.9
1	1	0.0252	0.5033	0.1121	2.048	0.13	52.2	127.8	62.6
0	0	0	0	0	0	0	0	0	0
2	2	0.0065	0.0021	0.0014	0.078	0.167	95.7	-64.6	111.4
2	3	0.0132	0.0092	0.0028	0.067	0.219	48.8	60.2	68.5
0	0	0	0	0	0	0	0	0	0
2	3	0.0123	0.009	0.0029	0.076	0.262	142.2	-0.9	115.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	5	0.0061	0.0026	0.0017	0.087	0.173	68.2	-78.4	32.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0138	0.0165	0.0048	0.11	0.287	26.8	142.6	113.3
2	3	0.0174	0.0936	0.0241	0.499	0.32	74.7	-43.7	76.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	16	0.0134	0.0141	0.0042	0.1	0.321	99.8	-130.1	151.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0195	0.0332	0.0069	0.113	0.334	86.5	62.3	81.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0135	0.0154	0.0046	0.108	0.375	72.9	-170	104.8
3	31	0.0128	0.0129	0.004	0.1	0.37	87.6	-16.2	123.4
3	31	0.005	0.0017	0.0014	0.088	0.367	40.2	154	125.1
0	0	0	0	0	0	0	0	0	0
2	3	0.0258	0.1078	0.0167	0.207	0.418	49.1	-64.4	134.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0169	0.0202	0.0048	0.09	0.353	0	-10	123.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0161	0.0258	0.0059	0.108	0.467	42.3	-81.4	128
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.0146	0.0678	0.0166	0.328	0.532	36.1	155.2	62.3
