order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0271	0.2444	0.0314	0.33	0	0	-44.1	13.3
1	1	0.0202	0.0589	0.0115	0.18	0.028	59.2	155.2	54.5
1	1	0.0259	0.1491	0.0247	0.332	0.087	108.9	-118.3	52.3
1	1	0.0194	0.0728	0.0159	0.277	0.077	55.8	85.3	88
0	0	0	0	0	0	0	0	0	0
1	1	0.022	0.0572	0.0116	0.192	0.075	30.3	9	112.7
1	1	0.0218	0.0987	0.0175	0.249	0.072	5.9	14.6	78.8
0	0	0	0	0	0	0	0	0	0
1	1	0.0259	0.0773	0.0119	0.146	0.088	63	74.9	24.6
1	1	0.019	0.0222	0.0047	0.079	0.129	58.3	-82.2	47.8
1	1	0.0244	0.051	0.0084	0.109	0.138	155.6	-75	39.8
0	0	0	0	0	0	0	0	0	0
2	78	0.0156	0.0315	0.0081	0.165	0.068	21.9	58	98.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	79	0.0151	0.0294	0.0078	0.165	0.194	85.6	-19.6	88.2
4	86	0.0172	0.0392	0.0097	0.192	0.178	131.4	-76.2	56.8
0	0	0	0	0	0	0	0	0	0
4	86	0.0178	0.023	0.0052	0.093	0.177	130.1	-169	39.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0192	0.019	0.004	0.066	0.127	0	146.1	47.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	13	0.0303	0.0336	0.0044	0.047	0.064	21.5	-48.9	52.3
3	13	0.0148	0.0178	0.005	0.111	0.059	91.2	-79.4	94
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	85	0.0153	0.0787	0.0189	0.365	0.217	129.3	-179.3	134.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	79	0.0227	0.0297	0.0052	0.073	0.135	83.3	-34.1	162.4
0	0	0	0	0	0	0	0	0	0
0	0	0.0315	0.0528	0.0067	0.068	0.229	0	179.3	110.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	30	0.0171	0.0166	0.0039	0.073	0.098	54.6	92.6	75.8
2	78	0.0158	0.0433	0.011	0.221	0.063	76.4	130.8	140.7
0	0	0	0	0	0	0	0	0	0
2	78	0.0221	0.0807	0.0157	0.243	0.08	73.8	-175.7	73.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	44	0.0171	0.0208	0.0049	0.09	0.045	175.2	100.4	89.7
3	85	0.0209	0.0559	0.0107	0.163	0.283	109.8	168	94.2
3	85	0.0204	0.091	0.0178	0.278	0.293	116.6	-12.8	156.1
0	0	0	0	0	0	0	0	0	0
4	50	0.0198	0.0393	0.0079	0.127	0.274	45.7	-70.5	60.2
0	0	0	0	0	0	0	0	0	0
4	30	0.0218	0.0385	0.0071	0.103	0.048	111.3	158.8	101.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	51	0.005	0.0023	0.0013	0.064	0.229	90	88.2	105.8
3	85	0.0099	0.0055	0.0022	0.071	0.368	9.5	-30.1	56.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	60	0.0259	0.0459	0.0071	0.087	0.384	54.2	44.5	118.4
3	85	0.0163	0.0195	0.0048	0.093	0.441	81.9	-9.1	103.9
0	0	0	0	0	0	0	0	0	0
2	78	0.0217	0.0374	0.0069	0.101	0.073	30.9	-74.5	36.2
2	78	0.0147	0.017	0.0046	0.1	0.07	96.8	29.6	115.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	69	0.0075	0.0023	0.0014	0.071	0.065	62.3	-5.1	63
2	78	0.0199	0.0505	0.0116	0.215	0.074	139.3	-171.3	118.5
0	0	0	0	0	0	0	0	0	0
2	78	0.0186	0.0379	0.0081	0.139	0.074	88.8	-106.5	49.8
2	78	0.0167	0.017	0.0041	0.078	0.118	103.3	-128.3	81.6
3	75	0.0181	0.0313	0.0079	0.171	0.151	140	14.8	77.3
1	1	0.0258	0.2813	0.0581	0.982	0.186	78.8	8.3	122.1
2	3	0.0298	0.1434	0.0193	0.206	0.194	77	170.5	124.1
2	4	0.0184	0.0345	0.0075	0.129	0.087	60.3	68.5	28.4
0	0	0.0208	0.0256	0.0049	0.075	0.08	0	-86.1	30.3
2	6	0.0323	0.1106	0.0137	0.135	0.062	145.1	19.1	34.1
0	0	0	0	0	0	0	0	0	0
0	0	0.0592	0.2478	0.0168	0.09	0.162	0	164	157.4
2	78	0.0198	0.1984	0.0441	0.791	0.132	51.1	6.3	46.1
3	79	0.0234	0.0542	0.0092	0.126	0.181	176.3	-6.9	52.9
3	85	0.017	0.0352	0.0085	0.165	0.187	68.2	-23.3	133.8
3	73	0.0157	0.0278	0.0071	0.143	0.053	130.5	35.3	36.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	35	0.0257	0.0214	0.0033	0.041	0.211	47.5	149.6	73.5
