order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0192	0.2231	0.0387	0.552	0	0	60	20.9
1	1	0.0253	0.1111	0.02	0.29	0.099	33.3	43.9	35.6
1	1	0.0185	0.2465	0.0441	0.638	0.107	88.4	116	94.8
0	0	0	0	0	0	0	0	0	0
3	48	0.0217	0.0501	0.0092	0.136	0.147	34.4	-45.9	30.8
2	3	0.0218	0.0502	0.0092	0.135	0.111	147.3	175.3	88.2
1	1	0.0189	0.0918	0.0194	0.328	0.2	29.5	-138.6	78.4
1	1	0.0249	0.0591	0.0095	0.121	0.266	100.2	43.2	139.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.028	0.0463	0.0066	0.075	0.096	66.6	-61.1	144.2
2	3	0.0235	0.1306	0.0222	0.3	0.108	73.9	-65.6	88.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.0219	0.0698	0.0127	0.185	0.163	76.2	-80.3	73.1
1	1	0.0178	0.0623	0.0142	0.256	0.328	59.8	-22.6	124.3
2	2	0.0276	0.1101	0.016	0.184	0.175	77.7	157.7	144.3
3	14	0.0184	0.0181	0.0039	0.068	0.115	105.1	-128.9	68.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0183	0.0383	0.0084	0.146	0.322	41.9	-5	41.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0309	0.0761	0.0098	0.101	0.197	141.1	38.3	98.6
2	3	0.0126	0.0048	0.0015	0.039	0.094	132.9	140	107.3
0	0	0	0	0	0	0	0	0	0
2	3	0.0261	0.0872	0.0133	0.163	0.156	63.6	-91.5	44.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	18	0.0192	0.0149	0.0031	0.051	0.343	100.4	-177	89.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	3	0.021	0.0331	0.0063	0.095	0.127	82.2	-104.7	34.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0254	0.0458	0.0072	0.091	0.154	115.6	176.2	131.4
0	0	0	0	0	0	0	0	0	0
2	18	0.0172	0.0281	0.0065	0.121	0.35	64.3	-94	99.7
0	0	0	0	0	0	0	0	0	0
0	0	0.0387	0.0571	0.0059	0.049	0.159	0	87.3	90.2
3	32	0.005	0.0013	0.0011	0.067	0.204	54.9	124.1	71.4
0	0	0	0	0	0	0	0	0	0
3	50	0.023	0.0489	0.0085	0.118	0.314	98	79.4	114.8
