order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0223	0.2516	0.0459	0.68	0	0	-31.8	41.5
0	0	0	0	0	0	0	0	0	0
2	106	0.005	0.0017	0.0013	0.085	0.294	82.2	-122.8	29.6
0	0	0	0	0	0	0	0	0	0
2	106	0.005	0.0013	0.0011	0.067	0.33	48.9	-25.2	105.8
2	106	0.0201	0.0589	0.0117	0.185	0.306	46.9	-87.4	148.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	106	0.0129	0.0268	0.0082	0.199	0.308	64.4	-132.5	76.8
0	0	0	0	0	0	0	0	0	0
3	5	0.0301	0.1096	0.0146	0.154	0.319	93	-145.1	145
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0148	0.2665	0.0616	1.138	0.37	29.6	147	78
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	15	0.0162	0.0487	0.0121	0.238	0.39	51.8	95.4	63.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	106	0.0195	0.0264	0.0054	0.088	0.289	123.2	152.5	84.9
2	15	0.0329	0.2717	0.0331	0.32	0.404	68	88	92.8
4	115	0.0222	0.0195	0.0035	0.05	0.421	113.6	-2.1	96
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	18	0.005	0.0019	0.0015	0.096	0.422	128	-21.1	114.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	106	0.0137	0.0187	0.0054	0.126	0.303	74	158.2	77.3
0	0	0	0	0	0	0	0	0	0
2	106	0.0176	0.0459	0.011	0.212	0.314	103.5	-125	64.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	106	0.0241	0.051	0.0085	0.112	0.304	80.6	-17.2	142.1
2	15	0.0197	0.0621	0.0126	0.203	0.475	85.1	48.6	89.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	15	0.0163	0.0567	0.0147	0.307	0.528	48.5	147.4	77.9
0	0	0	0	0	0	0	0	0	0
2	15	0.0144	0.0313	0.0088	0.204	0.546	64.1	165.7	48.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	15	0.0168	0.0184	0.0044	0.083	0.586	91.7	124.4	123.2
0	0	0	0	0	0	0	0	0	0
3	45	0.0223	0.0369	0.0066	0.094	0.549	72.8	4.5	149.2
0	0	0	0	0	0	0	0	0	0
