order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0197	0.1097	0.0255	0.482	0	0	-53.1	93.2
0	0	0	0	0	0	0	0	0	0
1	1	0.0122	0.0193	0.0063	0.163	0.079	74	122.2	73.3
1	1	0.0163	0.0547	0.015	0.33	0.059	81.2	-18.6	105
0	0	0	0	0	0	0	0	0	0
2	4	0.0138	0.0353	0.0105	0.251	0.081	23.2	161.9	118.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	4	0.0138	0.0208	0.0062	0.145	0.083	97.2	81.2	93.3
0	0	0	0	0	0	0	0	0	0
2	4	0.0146	0.0154	0.0042	0.092	0.09	46.9	-131.9	68.1
1	1	0.01	0.0072	0.003	0.106	0.006	123.7	72.6	103.2
2	4	0.015	0.0232	0.0063	0.136	0.077	127	83.7	119.1
