order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0304	0.51	0.0546	0.482	0	0	-34.9	60
2	9	0.024	0.2608	0.0389	0.47	0.177	153.9	-141.5	101.9
2	9	0.0286	0.1472	0.0206	0.23	0.2	125.4	-177.9	120.4
2	9	0.026	0.2136	0.0328	0.401	0.215	24.7	-21.4	79.2
2	9	0.0337	0.9085	0.0998	0.881	0.218	64.6	-7.8	74.3
2	9	0.05	0.5923	0.0474	0.301	0.212	29.5	-55.2	56.4
2	9	0.027	0.1702	0.0253	0.298	0.16	14.7	126	132.3
0	0	0	0	0	0	0	0	0	0
1	1	0.0441	1.2588	0.1264	1.026	0.21	117.8	56.3	89.5
3	5	0.0331	0.2342	0.0283	0.272	0.324	52.7	26.8	87.8
