order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0254	0.2939	0.0437	0.538	0	0	171.4	41.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0224	0.0358	0.0064	0.091	0.16	84.1	124.1	120
1	1	0.0201	0.3909	0.0805	1.324	0.227	84.1	-157.8	115.9
3	145	0.0263	0.107	0.017	0.218	0.194	65.4	166	87.9
3	145	0.0175	0.0331	0.0076	0.138	0.136	161.6	-157	16.2
0	0	0	0	0	0	0	0	0	0
2	5	0.0105	0.0073	0.0028	0.084	0.14	104.8	135.6	70.3
0	0	0	0	0	0	0	0	0	0
2	143	0.0251	0.0806	0.0128	0.162	0.266	101.9	-147.5	25.1
2	143	0.0255	0.0516	0.0081	0.101	0.226	71.7	50.6	93.4
0	0	0	0	0	0	0	0	0	0
2	143	0.0209	0.061	0.0118	0.188	0.318	91.5	-38.2	44.5
3	14	0.0217	0.0205	0.0038	0.055	0.372	153.3	78.5	113.4
0	0	0	0	0	0	0	0	0	0
3	14	0.0312	0.0732	0.0094	0.096	0.396	98.2	-168.6	117.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	143	0.015	0.0178	0.0048	0.101	0.437	76.7	-49	49.4
2	143	0.0171	0.0131	0.0031	0.057	0.452	52.6	109.8	70
0	0	0	0	0	0	0	0	0	0
2	143	0.03	0.0458	0.0061	0.065	0.499	159.5	123.1	124.5
0	0	0	0	0	0	0	0	0	0
2	5	0.015	0.0139	0.0037	0.078	0.143	44.7	-148.4	101.7
2	5	0.0175	0.0335	0.0076	0.138	0.18	93.9	27.3	73
2	5	0.0157	0.0087	0.0022	0.045	0.178	85.5	-79.3	138.2
0	0	0	0	0	0	0	0	0	0
2	5	0.0215	0.0215	0.004	0.059	0.226	105.9	163.1	84.5
0	0	0	0	0	0	0	0	0	0
2	5	0.0264	0.0535	0.0081	0.098	0.211	62.8	149.7	70.5
2	5	0.019	0.3515	0.0801	1.463	0.212	34.6	-173.2	63.8
0	0	0	0	0	0	0	0	0	0
3	35	0.018	0.0494	0.0116	0.219	0.265	52.2	149	92.2
3	35	0.017	0.0407	0.0096	0.179	0.296	91.2	55.3	94.6
3	35	0.0192	0.0349	0.0073	0.12	0.295	61.5	-136.4	33.3
0	0	0	0	0	0	0	0	0	0
4	39	0.02	0.0371	0.0074	0.119	0.32	72.1	-67.9	82.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	37	0.0145	0.0232	0.0064	0.141	0.331	177	-2.1	113.7
3	35	0.0274	0.0731	0.0107	0.124	0.34	79.4	-11.9	157.6
0	0	0	0	0	0	0	0	0	0
3	35	0.0173	0.0888	0.0202	0.365	0.351	63.8	-52.2	152.1
3	35	0.0219	0.0764	0.014	0.203	0.365	74.7	-11.3	143.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	35	0.0127	0.0189	0.006	0.149	0.369	66	142.5	19.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	51	0.0146	0.0238	0.0065	0.142	0.337	128.4	161.2	99.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	50	0.0143	0.021	0.0059	0.131	0.284	89.3	162.3	91.4
0	0	0	0	0	0	0	0	0	0
4	50	0.0179	0.026	0.0058	0.104	0.253	122	-58	69.1
4	50	0.0195	0.0362	0.0074	0.121	0.191	151.8	11.5	53.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	51	0.005	0.0008	0.0007	0.043	0.35	75.3	-143.7	95.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	50	0.0197	0.0741	0.0151	0.244	0.178	57.9	104.2	32.1
4	50	0.0161	0.0179	0.0044	0.088	0.183	83.2	46	100.3
5	63	0.0185	0.0245	0.0053	0.091	0.233	89	134.5	138.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	35	0.0207	0.1236	0.0238	0.366	0.315	32.6	-174.8	118.2
5	60	0.0136	0.0174	0.0051	0.121	0.286	82.7	66.3	58.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	35	0.0194	0.0888	0.0183	0.3	0.387	146.8	19	101.3
3	35	0.0137	0.0255	0.0069	0.15	0.339	53.2	-150.2	71.1
0	0	0	0	0	0	0	0	0	0
4	77	0.0194	0.0531	0.0121	0.221	0.271	83.7	121.6	110.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	77	0.024	0.0815	0.0136	0.181	0.19	50.7	133.8	41.3
0	0	0	0	0	0	0	0	0	0
5	87	0.0286	0.0902	0.0126	0.14	0.373	127.2	109.6	162.4
6	161	0.0233	0.056	0.0096	0.131	0.27	85	17.3	24
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	85	0.013	0.0196	0.006	0.147	0.354	41.7	167.1	78.1
3	35	0.0195	0.0928	0.0191	0.312	0.428	83.6	-72.4	52.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	77	0.0197	0.036	0.0078	0.137	0.198	101.4	-3.1	98.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	97	0.0124	0.0149	0.0048	0.124	0.383	15.5	-51.7	95.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0126	0.0066	0.0025	0.082	0.4	0	-62.7	105.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	87	0.0216	0.025	0.0046	0.068	0.375	104	81.7	65.6
0	0	0	0	0	0	0	0	0	0
3	35	0.0139	0.024	0.0069	0.158	0.444	55	158.4	85.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	98	0.0165	0.0357	0.0081	0.148	0.421	79.6	-87.7	130.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	35	0.0158	0.0179	0.0045	0.091	0.51	92.6	168.8	148.4
0	0	0	0	0	0	0	0	0	0
4	98	0.005	0.0029	0.002	0.114	0.407	164.8	-121.4	72.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	35	0.0158	0.0203	0.0051	0.104	0.54	18.4	115.9	55.8
0	0	0	0	0	0	0	0	0	0
3	35	0.005	0.0014	0.001	0.061	0.546	32.4	-156	94.3
0	0	0	0	0	0	0	0	0	0
3	35	0.0172	0.0222	0.0051	0.095	0.525	108.9	-80.7	93.7
3	35	0.0142	0.0245	0.0069	0.156	0.527	42.7	-121.5	119.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0319	0.3923	0.0657	0.901	0.189	87.8	-150.1	60.8
2	5	0.0096	0.0059	0.0025	0.081	0.151	79.8	-90	93.3
2	143	0.0277	0.2247	0.0322	0.369	0.213	146.1	68.4	117
3	9	0.0228	0.0297	0.0052	0.073	0.151	45.6	124.9	25.2
0	0	0	0	0	0	0	0	0	0
3	145	0.0102	0.0233	0.0075	0.204	0.151	52.4	-63.5	132.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	98	0.0171	0.0314	0.0073	0.137	0.421	138.9	17.1	154.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5	60	0.005	0.0019	0.0015	0.096	0.279	95.8	-24.6	84.7
5	87	0.0183	0.045	0.0104	0.193	0.305	79	159.2	138.7
0	0	0.0148	0.0147	0.004	0.085	0.181	0	69.1	112.5
