order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0411	0.6583	0.0556	0.378	0	0	-60.6	40
1	1	0.0364	0.7723	0.1021	1.104	0.083	174.2	65.7	88.7
1	1	0.0187	0.1135	0.0246	0.425	0.086	115.4	32.6	82.9
2	2	0.022	0.0357	0.0065	0.094	0.136	150.5	-123.8	94.3
2	2	0.0186	0.0433	0.0093	0.16	0.134	132.4	-46.7	95.7
2	2	0.0228	0.4799	0.0748	0.943	0.144	71.4	14.9	96
2	2	0.0213	0.0539	0.0117	0.205	0.131	132.9	145.9	100.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	19	0.0213	0.0312	0.0059	0.088	0.127	47.5	-94.4	84.1
3	6	0.0192	0.0579	0.0121	0.201	0.122	178.2	48.6	89.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	6	0.0216	0.0925	0.0171	0.252	0.17	109.4	144.1	103.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	2	0.0234	0.079	0.0144	0.209	0.176	160.5	-94.6	115.4
3	6	0.0204	0.166	0.0317	0.481	0.121	104.9	-90.4	92.7
3	18	0.0263	0.0835	0.0127	0.154	0.12	129.6	-144.7	84.7
5	11	0.0096	0.0056	0.0023	0.077	0.131	147.8	54.4	106.2
