order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0445	0.712	0.064	0.458	0	0	-89.1	92.5
3	13	0.039	0.5713	0.0585	0.477	0.197	141.1	73.4	132.7
3	13	0.0294	0.2862	0.0389	0.421	0.296	66.5	-137.3	17.2
3	13	0.0284	0.2021	0.0285	0.32	0.371	56.9	5.7	126.7
3	13	0.0265	0.1825	0.0275	0.331	0.453	70.3	-45.4	73.3
2	12	0.0426	1.507	0.1416	1.059	0.142	143.7	-133.1	35.4
2	12	0.0485	1.5766	0.13	0.853	0.153	75.1	-96.1	43.8
0	0	0	0	0	0	0	0	0	0
2	12	0.0328	0.4436	0.0541	0.526	0.099	124.8	38.1	32.3
2	12	0.0116	0.0295	0.0101	0.277	0.264	28.3	-90	100.6
2	12	0.0308	0.2509	0.0326	0.336	0.277	107.4	-92.4	58.8
1	1	0.0423	2.3757	0.2312	1.795	0.022	38.6	-120	68.5
2	12	0.0402	0.9606	0.0957	0.758	0.041	105	50.5	37
