order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.1147	14.0674	0.5025	1.532	0	0	29.4	89.4
1	1	0.0267	0.2895	0.0402	0.455	0.037	66.4	-36.4	75.6
2	83	0.0238	0.0711	0.012	0.16	0.053	41.1	134.3	58.3
2	83	0.0216	0.0734	0.0136	0.2	0.33	96.4	-139.2	122.1
0	0	0	0	0	0	0	0	0	0
3	3	0.02	0.0197	0.0039	0.063	0.11	117.1	-84.6	105
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0172	0.0761	0.0175	0.321	0.293	95.9	26.3	105.3
2	83	0.0161	0.0226	0.0056	0.11	0.303	88.7	129.4	88.5
0	0	0	0	0	0	0	0	0	0
2	83	0.0219	0.0298	0.0055	0.079	0.293	104.2	17.1	105.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0075	0.0034	0.0019	0.085	0.39	142.8	-175.1	71
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0174	0.0449	0.0113	0.239	0.487	51.7	167.4	102.1
0	0	0	0	0	0	0	0	0	0
3	20	0.0124	0.0169	0.0055	0.14	0.465	63.9	-71.3	117
2	83	0.0137	0.1434	0.0349	0.682	0.48	36.6	-87.8	85.7
0	0	0	0	0	0	0	0	0	0
3	23	0.0176	0.0415	0.0094	0.17	0.496	31.1	-118.6	84.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0172	0.0592	0.0138	0.256	0.509	60.5	-79	106.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0123	0.0104	0.0033	0.083	0.499	13.7	-142.9	93.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.005	0.0003	0.0002	0.013	0.531	127.4	117.5	104
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0164	0.0239	0.0058	0.113	0.509	62.5	-47.6	88.7
2	83	0.0156	0.0427	0.0113	0.24	0.536	82.6	-165	64.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0159	0.0799	0.0221	0.492	0.517	82.5	-87.6	118.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	83	0.0185	0.0719	0.0155	0.266	0.56	88.9	94.1	84.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	51	0.0176	0.1084	0.0247	0.447	0.569	170.5	-56.2	107.5
0	0	0	0	0	0	0	0	0	0
3	46	0.0148	0.0216	0.0058	0.126	0.425	175.4	-62.9	20.5
4	54	0.0167	0.0322	0.0077	0.147	0.542	138.3	84	153.8
0	0	0	0	0	0	0	0	0	0
2	83	0.0199	0.0402	0.0096	0.196	0.64	34.1	177.5	99
0	0	0	0	0	0	0	0	0	0
3	46	0.0145	0.0093	0.0026	0.056	0.273	71.7	178.7	26.6
3	59	0.0181	0.0401	0.0088	0.152	0.63	78.6	-102.9	98.2
3	59	0.0255	0.0953	0.0149	0.186	0.581	141.5	2.6	64.1
0	0	0	0	0	0	0	0	0	0
2	83	0.0085	0.0062	0.0033	0.149	0.623	79.9	93.4	82.1
2	83	0.0142	0.0339	0.0089	0.185	0.631	29.2	-167.8	86.7
2	83	0.0135	0.1301	0.0389	0.925	0.632	99.3	45.2	72.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	67	0.0171	0.0362	0.0085	0.157	0.641	42.4	18.2	119.2
0	0	0	0	0	0	0	0	0	0
3	67	0.0179	0.0489	0.0109	0.194	0.573	93.6	2.3	157.6
4	72	0.017	0.0184	0.005	0.113	0.544	91.4	176.4	83
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	67	0.0192	0.0889	0.0185	0.307	0.557	156	-86.1	82.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	78	0.0209	0.061	0.0117	0.179	0.631	97.9	22.8	134.5
1	1	0.0333	1.4563	0.2619	3.878	0.044	63.2	-162.7	94.3
2	83	0.0251	0.4102	0.0857	1.475	0.069	34.2	-151.7	50
