order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0247	0.2554	0.039	0.475	0	0	66.3	21.9
2	10	0.0218	0.2426	0.0479	0.757	0.156	91.2	-2.7	27.9
2	10	0.0192	0.0688	0.0162	0.314	0.103	112.2	143.3	123.9
2	10	0.0223	0.0712	0.013	0.19	0.313	144.4	79.4	117.7
2	10	0.0212	0.0371	0.007	0.105	0.597	35.3	-68.3	60.6
3	2	0.0166	0.0425	0.0103	0.201	0.463	38.1	-139.8	69.5
3	2	0.0187	0.0136	0.0029	0.049	0.535	84	66.3	54
2	10	0.0113	0.0075	0.0028	0.088	0.848	142.5	174	134.1
2	10	0.018	0.0257	0.0057	0.1	1.011	50.3	48.9	45.6
1	1	0.0221	0.6071	0.11	1.601	0.161	46.4	136.8	97.5
2	10	0.0205	0.0394	0.0077	0.119	0.673	69	-54.1	110.4
3	2	0.011	0.0145	0.006	0.212	0.46	97.2	170.5	85.8
