order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0387	0.6277	0.0589	0.463	0	0	-78.2	36.9
0	0	0	0	0	0	0	0	0	0
2	20	0.0382	0.2782	0.029	0.241	0.114	137.9	117.2	87.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0265	0.1217	0.0194	0.246	0.121	171.6	7.3	103.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.005	0.0024	0.0019	0.121	0.113	126.8	-97.2	123.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	7	0.0174	0.0371	0.0085	0.154	0.132	53	108.1	74.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0486	0.3043	0.0308	0.271	0.109	60	-19.4	84
0	0	0	0	0	0	0	0	0	0
2	20	0.0124	0.0206	0.0067	0.171	0.132	76.5	77.8	28.2
0	0	0	0	0	0	0	0	0	0
0	0	0.0401	0.057	0.0057	0.045	0.144	0	-13.1	118
