order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.054	0.5532	0.0496	0.364	0	0	-56.9	62.3
1	1	0.0377	0.0847	0.009	0.076	0.02	67.6	-163.1	15.5
1	1	0.0338	0.0844	0.01	0.094	0.055	88.7	-138	17.3
2	51	0.0395	0.2239	0.0241	0.207	0.201	96.6	128.2	84.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	52	0.0226	0.0784	0.013	0.173	0.23	44.3	178.7	115.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	52	0.0301	0.0919	0.0144	0.186	0.211	69.6	149.7	121.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	52	0.0168	0.0906	0.018	0.292	0.11	99.6	26.7	100.8
1	1	0.0229	0.0203	0.0036	0.051	0.111	88.9	-83.7	62.7
1	1	0.0245	0.0463	0.0076	0.099	0.121	103.3	-18	85.1
2	51	0.0226	0.1523	0.0296	0.467	0.328	160.8	14.4	167.1
3	22	0.0215	0.0568	0.0093	0.125	0.24	118.6	-105.3	88.9
3	52	0.014	0.0217	0.0062	0.139	0.09	144.1	101.8	87
0	0	0	0	0	0	0	0	0	0
1	1	0.0392	0.2095	0.025	0.265	0.131	14.5	109.2	78.5
1	1	0.0342	0.1419	0.0178	0.183	0.112	18.1	128.1	94.5
3	22	0.022	0.0595	0.011	0.161	0.184	133.6	134.8	109.1
3	22	0.0209	0.0444	0.0085	0.129	0.302	44.9	-38.1	128.1
0	0	0	0	0	0	0	0	0	0
2	27	0.005	0.0026	0.0021	0.131	0.141	64.6	-113.6	94
3	22	0.0215	0.0496	0.0098	0.155	0.174	63.7	-16.1	39.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	51	0.0222	0.0417	0.0075	0.108	0.397	10.5	179.8	64.6
3	22	0.005	0.0011	0.0009	0.058	0.164	132.7	-38.7	15.5
0	0	0	0	0	0	0	0	0	0
4	32	0.0236	0.0464	0.0079	0.106	0.205	43.4	70.2	78.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.019	0.0195	0.0041	0.069	0.147	0	-37	118.9
0	0	0.0269	0.0705	0.0105	0.124	0.181	0	-38.6	142.8
0	0	0	0	0	0	0	0	0	0
3	22	0.0199	0.0698	0.014	0.224	0.125	100.6	-89.5	72
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0429	0.6144	0.0769	0.824	0.076	130.4	-150.4	58.8
2	51	0.0319	0.4301	0.0547	0.553	0.282	68.7	104.8	75.1
3	4	0.0269	0.0791	0.0118	0.139	0.147	106.1	37.5	146.9
3	52	0.0288	0.2107	0.0292	0.323	0.287	34.4	15.2	78.1
0	0	0	0	0	0	0	0	0	0
4	54	0.0274	0.1023	0.0149	0.174	0.221	90.4	-32.5	139.5
0	0	0	0	0	0	0	0	0	0
4	28	0.0093	0.0088	0.004	0.155	0.144	144.1	15.3	70.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0.0153	0.0119	0.0031	0.064	0.099	0	-92.8	71
