circonference;longueur
81;50
74;50
76,3;50
77,3;50
70,5;38
68;100
68,3;100
66;60
49,3;40
46,5;50
47,3;50
47,2;50
40,6;50
37,2;100
29,1;100
24,2;100
19,1;
