circonference;longueur
101,7;50
79,7;50
73,7;50
72,2;50
70,4;100
73;100
74,1;100
75,4;100
72,1;100
62,8;100
64,7;100
61,9;100
64,1;200
58,9;200
49,5;200
25,8;100
20;100
18,8;
