cluster,volume
27,0.021396026779916644
503,0.22254462441363332
698,0.008144675837733345
702,0.05394716073643337
747,0.17550320884898332
772,0.011429174310533335
833,0.005318180468300036
1133,0.0865262396052164
1187,0.011655922296183327
1226,0.0029033261516166553
1238,0.0015038920702000885
1242,0.002503907926233342
1247,0.0005942098738999998
1253,0.0016994694388000012
1301,0.0012898072398999903
1449,0.0019337269645999984
1455,0.002013801593849997
1459,0.0030910615288333347
1501,0.024616860383466693
