cluster,volume
1,0.002471784318416663
2,0.00872158297365002
3,0.004892234160166662
4,0.03556589169690001
5,0.006342371302033337
6,0.004063224402350005
7,0.018197938241516668
8,0.002967246305600001
9,0.0037219696293666693
10,0.014371189226099996
11,0.0033893590250500005
12,0.0039935877120499995
13,0.0031043130980499684
14,0.0021644643307166672
15,0.001348614606716668
16,0.015269070837933343
17,0.025306512436733226
18,0.010296496229350006
19,0.00041224119934999955
20,0.032847921597916656
21,0.0036310993446166655
22,0.0027594064404333333
23,0.010069382341833345
24,0.0024944791134833373
25,0.006719047140366667
26,0.0015077629260499981
27,0.0013823831983666647
28,0.0022255068992000004
29,0.029295106421500006
30,0.12957114493495006
31,0.006198648833049998
32,0.0020939419069999996
33,0.0023202303158500037
34,0.013845366599616668
35,0.020918296094766663
36,0.04892987535131667
37,0.0014174348534499997
38,0.0016938032377333313
39,0.006711071139600002
40,0.0073612030996833356
41,0.021793188987500017
42,0.006217160322900009
43,0.007843397410066665
44,0.004342855351216664
45,0.0029630291452499985
46,0.11891098767556664
47,0.0030856284713999976
48,0.0139189788053
49,0.00989005184211667
50,0.0034634924777166656
51,0.005258488726649999
52,0.010517270328183337
53,0.006324672735483332
54,0.004028853953666669
55,0.013748233743666665
56,0.0011461160729666652
57,0.004298313471316664
58,0.0010632425165500018
59,0.0025913951615499963
60,0.004052672757666674
61,0.0009910225543334852
62,0.008107001812166692
63,0.0033547764541666603
64,0.0010516145920000004
65,0.005302101816266664
66,0.0023955301930499986
67,0.01859459034728333
68,0.004877700906000001
69,0.005190034287166673
70,0.004367304971966656
71,0.0026090892974999975
72,0.0022643292915833324
73,0.009323891639050182
74,0.00701286058766667
75,0.0012716933747166667
76,0.002181838612966669
77,0.004189287473016655
78,0.004077873576950009
79,0.002407891535833339
80,0.010838329369500039
81,0.007953599975600018
82,0.005141604973750003
83,0.002343272436083337
84,0.012711497298716679
85,0.007714735300900008
86,0.003305624310916663
87,0.003850036194033334
88,0.02496455778226645
89,0.0022884405800000043
90,0.003299231749083311
91,0.003930264219416656
92,0.0026384726100999976
93,0.0047261209826666515
94,0.0012604706129333333
95,0.004327139439383336
96,0.012705915072700033
97,0.002444649556116655
98,0.004534333936800097
99,0.002246559727066661
100,0.4243437932905316
101,0.009253129142916693
102,0.0035348802415333305
103,0.000913187834500001
104,0.00465567929780001
105,0.008790012993966667
106,0.002042819690899929
107,0.00839474814094999
108,0.0007359031817499988
109,0.001963916314999998
110,0.0032444915822500003
111,0.008134323127466665
112,0.0005328849933333318
113,0.0013171964809999977
114,0.004819629077400003
115,0.0013547200645833348
116,0.008106551285066665
117,0.006196839916316693
118,0.0013259720390833354
119,0.005829108524416661
120,0.012923980193050017
121,0.0038125901435666653
122,0.009147382486783333
123,0.0071530197232999495
124,0.008721196999883347
125,0.004725860762450018
126,0.003557019559899991
127,0.010794592723283335
128,0.0046826695211333366
129,0.0031114447548333366
130,0.0015178056084000002
131,0.006021175264550002
132,0.0013107148192666636
133,0.004199298275383336
134,0.009023736896200002
135,0.0014140227852833392
136,0.01082111162459998
137,0.003256348821299993
138,0.0038740230123833347
139,0.0019947901159166693
140,0.001983996885166678
141,0.004728125519583329
142,0.00902970498278334
143,0.0037137082391333377
144,0.0008970306678000028
145,0.004850925563099892
146,0.0013827724918000124
147,0.0028692883128333354
148,0.0018382759139833407
149,0.0007061810821499959
150,0.006427443684750002
151,0.0037135718808333357
152,0.003986942478900007
153,0.003023449213883331
154,0.0007177512948333275
155,0.0005791405385166676
156,0.005028403480599984
157,0.026759841070866708
158,0.004255930225616671
159,0.000870748474683329
160,0.00555045170673335
161,0.0014009958416999965
162,0.00477175315086666
163,0.009799596626550007
164,0.004113117404400008
165,0.0013503256628166552
166,0.004026942273533335
167,0.006406688799800016
168,0.002153794980316667
169,0.0007850251887666729
170,0.004602965063749997
171,0.014159986472833045
172,0.0015573153360999893
173,0.009478017320833303
174,0.005082033391499999
175,0.0025598719423835883
176,0.006726364617267049
177,0.0036342769526666527
178,0.0013108140436999941
179,0.005518286842616696
180,0.0015923645152500004
181,0.0044993239334999895
182,0.0026540134188499974
183,0.0023381821891833203
184,0.001987402227933338
185,0.002791893583783331
186,0.003173316163066685
187,0.002364968026366663
188,0.006916657098866652
189,0.003545504646850003
190,0.008473047738900017
191,0.002704984617216674
192,0.001891750382350001
193,0.0006466971880500123
194,0.0018617513216666695
195,0.0015728767472499988
196,0.00797143491793325
197,0.008628444264966654
198,0.004502467122266679
199,0.0027110439095833355
200,0.004311669605366665
201,0.0031534188352833406
202,0.001217824905949997
203,0.005236712606833333
204,0.003844172034416668
205,0.004381899689516654
206,0.0052728172257500055
207,0.0025618198128666662
208,0.0023515934237500016
209,0.0038252985700000194
210,0.004100869781900031
211,0.00219664456645
212,0.002449765033216672
