cluster,volume
1,0.0165697896548
2,0.06423080665333335
3,0.01076673475293334
4,0.008143507072433328
5,0.07455572905036668
6,0.011218326725316663
7,0.0028495430038666704
8,0.005668116593083333
9,0.004489742623100004
10,0.00227030343403333
11,0.0019565038520500005
12,0.007491143723683341
13,0.027560859163100016
14,0.0041576242820500035
15,0.008896480648016663
16,0.00337004258425
17,0.0010629119451166687
18,0.0023776610415166674
19,0.007153984304850002
20,0.003598453323116669
21,0.0061295035493999965
22,0.015314108424766663
23,0.005725791467733334
24,0.012466320233500002
25,0.0019747152114
26,0.000352634824683333
27,0.0013363315107999994
28,0.0012598208315833346
29,0.0032327075958333354
30,0.004305248069983334
31,0.00047962689555000257
32,0.0004680101026666687
33,0.004545036811333331
34,0.0037206842592666517
35,0.004053984932350013
36,0.007648668923999996
37,0.0014624618686833548
38,0.002668430174300002
39,0.0013430502369666645
40,0.005579241904366672
41,0.00916636216936667
42,0.016962958430250037
43,0.014150404444950002
44,0.002932771490233345
45,0.0032707148414333476
46,0.003377852112783343
47,0.0007792485157333273
48,0.052682475214783364
49,0.01584054615491668
50,0.004159887800333323
51,0.0015348546981999987
52,0.008296155073050001
53,0.002982223913300011
54,0.0019104662066666664
55,0.0011134280291666674
56,0.0023726260397666653
57,0.0043648685565
58,0.00847820940781666
59,0.001885131955649989
60,0.004786963526816667
61,0.1124811724682166
62,0.003755679611666664
63,0.008460887425150016
64,0.003765692116800002
65,0.002244690400866662
66,0.004348872006316661
67,0.002355852446016664
68,0.0011238309201666626
69,0.0017541923756833355
70,0.0031686142504499986
71,0.009033458572666648
72,0.013760480335183307
73,0.005722415611749987
74,0.003944026727266681
75,0.012146190565950017
76,0.005870414486749987
77,0.018063887288150008
78,0.001977259732249996
79,0.0001369922679666698
80,0.011528812648333237
81,0.0003923157513500049
82,0.003030755471883349
83,0.010108823757083153
84,0.00037164888496664844
85,0.0006463002775000068
86,0.0015835169638666925
87,0.0011376335398500016
88,0.000978996014300006
89,0.0004477287993833387
90,0.0007468414931500068
91,0.006952009248050036
92,0.0001613049574666995
93,0.000530387847333331
94,0.0008202089330666707
95,0.00045607238368333344
96,0.00025946934016666856
97,6.2974558333479345e-06
98,0.001438218901666685
99,8.440824683331877e-05
100,0.0017363474074999403
101,0.0009700763290000445
102,0.0003686463476666642
103,0.00019340675850000136
104,0.00047801726533333816
105,0.0002467473423333361
106,0.00017127923216666424
107,0.0009729610124999954
108,0.001992430904000011
109,0.10799339845946668
110,0.06660892012993344
111,0.003248571886699999
112,0.0006644454782166673
113,0.0024592460627999996
114,0.007977135387566645
115,0.0021079659887999988
116,0.0014309331636166646
117,0.003997292856316677
118,0.007751482263016672
119,0.0018399286477166718
120,0.013653367067549974
121,0.004579286594349996
122,0.12851815406241612
123,0.00342890277706667
124,0.004877234425233326
125,0.004608574593216655
126,0.020882252287000042
127,0.0007215836969833335
128,0.007647936014200005
129,0.0010879754795000023
130,0.004017000534983346
131,0.002855567107483317
132,0.0016022817816666775
133,0.0034592493321333345
134,0.0022447837329333253
135,0.0027102710274499995
136,0.0013060585750166685
137,0.0032820490911833373
138,0.01653365831815002
139,0.0025955785198
140,0.004837436232649997
141,0.002148480840500004
142,0.002513590221733335
143,0.002152328324333333
144,0.0009912443421000033
145,0.002950061984466667
146,0.02220194998663333
147,0.0010376355732666606
148,0.002748093647399997
149,0.0026706297563000025
150,0.007006619826133343
151,0.006796570865399994
152,0.007031797227983337
153,0.013893081643216648
154,0.003994407225116681
155,0.017244283008966403
156,0.0033728651662333444
157,0.0012724580172166766
158,0.0024333909956333367
159,0.002712647679899996
160,0.0024422880347666717
161,0.0014193252070000017
162,0.024092822174050055
163,0.0058248789236500145
164,0.023425346462566672
165,0.002258938451249986
166,0.009723491296466675
167,0.009092219276249997
168,0.0040239698264000175
169,0.0005221374091666647
170,0.0022061754357666588
171,0.009635858332200091
172,0.0037947198116000044
173,0.004670113715233339
174,0.003933496726233332
175,0.004726086134266668
176,0.0068672084413999995
177,0.0026337783823833214
178,0.007194642725699996
179,0.0006823567407666653
180,0.004089013955683331
181,0.0014961906584666507
182,0.001787858128966674
183,0.0036114078662500084
184,0.0034728303953833286
185,0.031897857137199975
186,0.01817050603921685
187,0.020151750752533126
188,0.020370502058549983
189,0.001745554892383333
190,0.009765107434333339
191,0.0050364217139000095
192,0.007290820815300005
193,0.0056317759468000024
194,0.006309060752600006
195,0.0077383584697666725
196,0.0033017450789666674
197,0.004938911153199996
198,0.001834522225633333
199,0.0007893734614999985
200,0.019098421732933336
201,0.0056208105594833385
202,0.0040751434686666695
203,0.0023003233748000035
204,0.0036895261655999962
205,0.004493402643449999
206,0.0019940612795999986
207,0.0035762136155833312
208,0.03503815301123334
209,0.020187416528683336
210,0.0010973341018166664
211,0.00815824952350001
212,0.0033396466718666647
213,0.006263242748216666
214,0.0011098551153666655
215,0.011018043270766735
216,0.004904197513433468
217,0.006023534967183335
218,0.007419185488083337
219,0.014208856301733333
220,0.0017158323176666526
221,0.003240740123816664
222,0.0013929386853833389
223,0.007881026711650096
224,0.002019170586916659
225,0.004006914482983335
226,0.00882364588703341
227,0.0014585769221333333
228,0.0023026308636666633
229,0.004163440177516684
230,0.006110450584833338
231,0.0006295300526000039
232,0.004497396289299996
233,0.0035282966910666555
234,0.00661879087905
235,0.011260123204583337
236,0.004799096590766688
237,0.0027677591587333345
238,0.0026349171404666605
239,0.012993532258066653
240,0.0045696061935666665
241,0.004307521429800003
242,0.006910016819600011
243,0.009812381392583464
244,0.0015919052130500052
