cluster,volume
1,0.02900600512203331
2,0.008563841223683324
3,0.007803140685666671
4,0.0026306878569333347
5,0.00367406414838333
6,0.010778881115799999
7,0.00780204133533334
8,0.002739226324649999
9,0.0039247250966333285
10,0.007176877030833336
11,0.005811736330316661
12,0.019164715992966666
13,0.00284514476873333
14,0.015281194857583339
15,0.0017588421318500054
16,0.008127861671700003
17,0.006506754478966666
18,0.0031410409949499995
19,0.0027230679714333322
20,0.0007546566957166642
21,0.0072894790505000015
22,0.0033394899473333387
23,0.011584111087900001
24,0.0026097086034333338
25,0.0020228850068166643
26,0.020668165445300007
27,0.005004745864216673
28,0.004804235999050004
29,0.0018270723240499998
30,0.0016625155180499999
31,0.003911574548633334
32,0.0037565803464000005
33,0.016977588325150006
34,0.0010071022766333334
35,0.00605364835506666
36,0.006623144025083336
37,0.004698286204949978
38,0.010876987755116679
39,0.014628065611749994
40,0.003907697521883345
41,0.009968914357099998
42,0.0014057573300499948
43,0.002814917226799999
44,0.00480199971998334
45,0.016469050364533347
46,0.006689751093100002
47,0.004546782315233329
48,0.009285645093749998
49,0.011041870060500003
50,0.004461624233900008
51,0.013306563773116661
52,0.0023425812337833475
53,0.005458759954099991
54,0.0049405091779000185
55,0.00741229786608333
56,0.018442372142316622
57,0.001130725805600007
58,0.21326011273605
59,0.003610610964199998
60,0.03337315313931674
61,0.013192737491899998
62,0.0038040399586333207
63,0.00302463708603333
64,6.448764839999885e-05
65,0.007819549970133325
66,0.002514663822300014
67,0.00512602514380001
68,0.00705837399898331
69,0.003392373931233321
70,0.0005538982208333348
71,0.002534308314250009
72,0.007191273044266658
73,0.00279776101401667
74,0.049462480554766486
75,0.0016212947287833415
76,0.005113193882133331
77,0.0021085354155666648
78,0.006383209656633334
79,0.00840176320910005
80,0.018911811776466683
81,0.028890216927066743
82,0.00520462816461674
83,0.0045081973860500064
84,0.004645175669616662
85,0.05166425854035013
86,0.03476400017033329
87,0.0013226573401500033
88,0.0022113710143833497
89,0.0028936217296501353
90,0.016563577815866735
91,0.0029500322472333224
92,0.0004868651037333362
93,0.004422413392149991
94,0.025717911504949988
95,0.004047425087466661
96,0.004048976457183333
97,0.00041939411933332216
98,0.005086204117316695
99,0.0031254778187999968
100,0.005923980207516666
101,0.0021713986754666598
102,0.005204212945833314
103,0.004985801593883348
104,0.0023998282400500004
105,0.005323673116849993
106,0.0009117372271833466
107,0.003858617370899986
108,0.015152479413800022
109,0.0037813867574333316
110,0.0014579617947666755
111,0.00623426530985
112,0.0027388099137333243
113,0.011542856730050004
114,0.004651170553933326
115,0.0028965152334166537
116,0.004993089537350006
117,0.003414798450549987
118,0.0015183658865500123
119,0.011270705883333336
120,0.005473413885183334
121,0.00502955948338332
122,0.0008427007168333225
123,0.008563412712266658
124,0.008217825443383332
125,0.0053272463068499976
126,0.013737316320583382
127,0.007277947961483337
128,0.001566134536966668
129,0.0020941627935666678
130,0.004103497080700021
131,0.001916051920183336
132,0.006685570230116662
133,0.0017080227784666661
134,0.013710470363716674
135,0.005129906597216664
136,0.004673988203966667
137,0.0010705368955666675
138,0.006670046291666669
139,0.0023508975990500017
140,0.0034175715554833333
141,0.003989420610316666
142,0.009139193484599992
143,0.0058140364667833375
144,0.0048508050434500054
145,0.0014032483225166665
