plot,cluster,azimuth,distance
BM01,214,163.00757304009585,5.92292525205949
BM01,215,143.80389289233742,5.6565410407327725
BM01,216,128.24032675290638,14.119090306448633
BM01,217,130.7009963402776,16.684639840362475
BM01,218,133.58440647423345,16.81883886357727
BM01,219,134.48651247829275,18.283123856081996
BM01,220,130.3159252464893,8.109494982573269
BM01,221,137.1429856578894,7.510736757386204
BM01,222,148.34992848130582,10.338070513083018
BM01,223,152.7205981403275,10.797361005059969
BM01,224,148.0814215705655,11.055761142538536
BM01,225,140.71684728141742,9.336520009528865
BM01,226,137.99132127748533,10.381410438856664
BM01,227,139.2731679414187,11.2844050257743
BM01,228,147.57015699124744,8.965059123728022
BM01,229,131.13624927546547,18.716825361472242
BM01,230,133.084253256589,19.233344457549453
BM01,231,134.81154163354324,13.56344980995069
BM01,232,137.018447246447,13.538296356215962
BM01,233,137.25091304790493,12.280245329434976
BM01,234,134.06318483388398,12.756378196859883
BM01,235,196.75682395901111,13.315337405530887
BM01,236,188.41930836103478,19.036072413564767
BM01,237,180.6233314809569,12.604134086638217
BM01,238,182.76813712692152,13.217958420457899
BM01,239,187.80499655730068,13.58966621039466
BM01,240,178.64424885016038,16.13747734083618
BM01,241,184.4893753479724,19.400466116081855
BM01,242,185.80668588635112,10.530594338460428
BM01,243,178.5535149532746,9.35092971754274
BM01,244,176.4424652916673,13.49553296321407
BM01,245,185.81011453537374,17.473550375535105
BM01,246,165.49253296752758,9.086123649997676
BM01,247,161.36196666504125,11.900434563615292
BM01,248,152.16641634850694,14.01539556511806
BM01,249,158.8596164149222,14.979861146179513
BM01,250,164.2485339737076,10.61543857395274
BM01,251,160.36704389965055,7.35131354521011
BM01,252,162.14155227516005,8.163539507053212
BM01,253,156.36922097088154,9.275919746933894
BM01,254,157.54156299216595,10.599232591953795
BM01,255,144.93272503832242,3.942750409721661
BM01,256,142.15734094842557,6.278011803403504
BM01,257,156.30185024362908,12.3108402487153
BM01,258,141.57259882227297,12.635366799987487
BM01,259,204.72317075446875,19.314587278419058
BM01,260,215.93722508127587,11.819038179036713
BM01,261,196.0430234356987,14.913773766915757
BM01,262,127.36740042658963,21.05986749628215
BM01,263,205.60277045830026,19.92065283454055
BM01,264,209.61885255793703,17.344102394218798
BM02,1,70.71259424662465,8.913163167700308
BM02,2,39.23169277377148,12.351374977203452
BM02,3,48.591858982377104,19.3312412003604
BM02,4,47.401339904238135,19.49307999041706
BM02,5,25.45448617871985,4.450813132955822
BM02,6,60.98355227792324,18.458710799055613
BM02,7,9.959075398146714,11.359337543647806
BM02,8,7.9868028308077434,12.317653965089265
BM02,9,1.9471571674369963,13.110060468490746
BM02,10,5.430439025536102,22.047295134497894
BM02,11,14.596804250512834,9.3717331261762
BM02,12,56.26836759301652,17.112858109262053
BM02,13,12.143238897193438,12.528522869168576
BM02,14,0.21160581567980782,22.561423447357534
BM02,15,88.5680596895663,17.927167522004922
BM02,16,359.7399397635998,21.227520541492613
BM02,17,93.59892684981966,7.9203549438788
BM02,18,117.68678142860547,3.529147846700023
BM02,19,117.24847249051084,5.545709881991152
BM02,20,127.35741643896095,5.665136537982606
BM02,21,134.84102563660616,5.709475088124878
BM02,22,141.0836481222709,16.807834111170497
BM02,23,128.21634418584762,9.277622567747986
BM02,24,176.41398096757587,7.853012301336717
BM02,25,176.15322896392288,5.056660612853305
BM02,26,161.27788420762238,3.965535670269682
BM02,27,169.40412942534167,21.058229065632155
BM02,28,160.3867062086544,20.89943250217149
BM02,29,148.07471148101857,17.034474228991066
BM02,30,144.09544267374056,13.235801998918168
BM02,31,144.81629102511755,13.664818208757687
BM02,32,275.0798577215959,13.441287415097317
BM02,33,258.6779959486446,16.546612155532003
BM02,34,262.9974806716446,20.910209493859664
BM02,35,261.3738401582523,20.978660081188476
BM02,36,283.48198821504974,13.695818430921184
BM02,37,261.45094132943905,19.310289169488104
BM02,38,272.01660967710586,15.469712629191227
BM02,39,281.4006920360838,21.653491490644022
BM02,40,307.2601418786074,14.59357735436831
BM02,41,277.30437130307223,22.02559436322933
BM02,42,259.35672104575303,17.85249384409645
BM02,43,287.1677613882856,14.822819608066272
BM02,44,277.62930262704606,15.357468813436858
BM02,45,261.62544222913994,17.169152882459773
BM02,46,274.934979852548,21.211799352217568
BM02,47,283.9707079467628,19.80429920516933
BM02,48,274.27856141960285,15.030109015785143
BM02,49,281.84420713651457,14.800148031557667
BM02,50,281.4516587311339,20.34537035908621
BM02,51,270.37666575668186,21.672048520205387
BM02,52,275.6892290293013,19.231201129324404
BM02,53,284.212102998007,15.39607859943546
BM02,54,264.45252091854843,17.45883544866906
BM02,55,282.70362585972543,16.088152428526364
BM02,56,279.013406797867,18.860018553281584
BM02,57,267.87975623494845,16.148868615339946
BM02,58,265.0614596992191,19.207405392013122
BM02,59,281.584014656735,18.767817151779063
BM02,60,282.77042917130655,19.106303858710856
BM02,61,270.99246887921527,18.033288853769736
BM02,62,268.54777614066927,18.961573214907197
BM02,63,280.01313748866454,16.301630434678323
BM02,64,283.6602490026687,17.092210097226182
BM02,65,271.1458679234243,16.396895438825098
BM02,66,269.5264600286149,18.337223469604744
BM02,67,269.78090337401005,17.36214311321706
BM02,68,281.58714104352305,17.64133773677407
BM02,69,273.73170485123876,17.83248758223279
BM02,70,278.33919642930056,17.534717629226837
BM02,71,275.2475390916367,17.24733149781804
BM02,72,287.4392223184743,20.045141732510807
BM02,73,288.61848671664706,20.962491054907186
BM02,74,297.9298604910493,22.031306830089452
BM02,75,291.0130440684331,21.192915274768477
BM02,76,275.40815330218805,11.685675679269318
BM02,77,274.0298680991384,8.689833783441204
BM02,78,340.3557655012384,17.1744529696193
BM02,79,330.166200873652,7.60664522473195
BM02,80,331.4931805669036,20.5422320820914
BM02,81,293.5257219633133,15.216198750396352
BM02,82,290.6892621333495,17.854510065225444
BM02,83,347.5531832744126,20.839594989348868
BM02,84,347.13182109393205,18.97155681330605
BM02,85,348.9701042977395,17.924787634089544
BM02,86,351.33292765811717,16.845678568658297
BM02,87,290.03007456233684,16.796644464890907
BM02,88,355.43665378238984,21.45399287622476
BM02,89,352.026612748274,19.08199153302153
BM02,90,256.7836150272952,5.962037783335975
BM02,91,236.09714211539244,8.684854425916301
BM02,92,260.4870486796251,12.064641150206715
BM02,93,219.9811999536729,15.338827768847661
BM02,94,238.00764221414312,16.07921224716943
BM02,95,223.67266574412906,8.299279108418734
BM02,96,220.4334063718592,7.303994552563708
BM02,97,222.3647098599907,13.483931875295884
BM02,98,224.80482012068694,12.451703723542147
BM02,99,223.0674197317126,11.794509892430904
BM02,100,225.82322283648068,10.358081684454786
BM02,101,233.26210183420915,11.263866961465478
BM02,102,240.93091283989554,3.42626123068081
BM02,103,239.02163599790737,20.421121309059
BM02,104,239.3871103534591,16.753138279361515
BM02,105,240.49286279524296,4.271951478277783
BM02,106,246.70708439942103,6.929208521435223
BM02,107,249.44678173778772,7.661165185096361
BM02,108,242.93439072173362,8.254997848937107
BM02,109,243.75255181146957,12.727968069712658
BM02,110,253.751316868879,13.689362327444854
BM02,111,251.66017829645537,13.00050966538074
BM02,112,259.5268054863288,7.210647537828979
BM02,113,207.0373876696207,8.081887515188809
BM02,114,210.29972881424754,6.670567484923203
BM02,115,212.16670550365077,4.855093288516074
BM02,116,213.8493365064006,5.710763044686691
BM02,117,222.4406207488946,2.8293638210480485
BM02,118,243.2089878130451,14.647289979485047
BM02,119,186.0279101387126,15.67807489776419
BM02,120,197.45935861327118,7.298496948601728
BM02,121,196.3739540824905,3.276274632375589
BM02,122,183.69448481709327,19.532646330337457
BM02,123,183.66390823846555,18.75820918007098
BM02,124,247.66582720831582,16.483033788034056
BM02,125,241.2830614441139,10.87414754261251
BM02,126,217.77886593359207,19.551991597274853
BM02,127,196.83524435484298,18.573132347769025
BM02,128,255.28922914341035,16.49452344802088
BM03,1,350.31085612427466,21.860875721804902
BM03,2,28.171177733211238,21.611483227661676
BM03,3,76.93078948941522,19.465942712843308
BM03,4,93.31849365797386,13.814673671069887
BM03,5,102.84983019278715,15.746395979123752
BM03,6,128.90015368713316,20.60906057159816
BM03,7,92.7490850752438,11.978608052917517
BM03,8,310.70057047378236,9.707347097723064
BM03,9,294.14405972359924,7.444987100404913
BM03,10,345.77872185609533,22.13599669659203
BM03,11,337.7972986374788,4.73031274995919
BM03,12,240.57340533997916,18.84716989316567
BM03,13,220.0089818716216,9.69919515825442
BM03,14,232.75682586125663,16.54230420487099
BM03,15,216.35528868328157,9.052937299969312
BM03,16,245.54131201433677,14.173133197180011
BM03,17,189.53297031665932,17.75890935239167
BM03,18,190.08648293956472,17.140182747334695
BM03,19,170.1752978777884,21.03023600727483
BM03,20,189.93530779911978,18.5531457708563
BM04,1,107.42397029267474,6.029364789963067
BM04,2,53.335593974402634,14.947253950147047
BM04,3,56.42690928188449,14.532709872339364
BM04,4,51.8441751207686,13.109542232540047
BM04,5,38.48147104133847,16.015897744509836
BM04,6,27.042335298052254,15.58482496386228
BM04,7,184.62315239224202,16.435706195981375
BM04,8,205.89502232697257,16.745880388018037
BM04,9,191.64856473824966,16.492458909471736
BM04,10,197.49977205024703,16.54706233764038
BM04,11,190.3970722246248,9.948526236850613
BM04,12,186.89599676129808,4.235537111327435
BM04,13,192.78119745326893,4.099416218770343
BM04,14,190.6349705048388,14.659456695467465
BM04,15,188.4822602791533,14.074439437189309
BM04,16,173.64628754061124,15.057944850266159
BM04,17,123.82194195357772,6.404532907095477
BM04,18,129.6527191364107,19.42955748920413
BM04,19,126.66280814173355,11.612364278490846
BM04,20,180.32110964753406,20.770144560450184
BM04,21,194.85383728579836,18.397433549441743
BM04,22,319.60198542670287,11.173533943910016
BM04,23,311.4558870466995,17.6478065907023
BM04,24,294.2517753433404,19.498873619503808
BM04,25,345.2651645816137,11.352985073902353
BM04,26,336.12422450646676,11.401751434935358
BM04,27,342.68440387147893,11.166941246109184
BM04,28,327.25075310429935,11.64245182836789
BM04,29,297.56169705963384,20.254349255091853
BM04,30,219.3719556419651,15.52317469271628
BM04,31,233.70093652337195,19.19849050580675
BM04,32,199.80655126002247,17.970246706744796
BM04,33,233.5765072690789,19.49294191981727
BM05,1,55.46951474228106,14.312252124506742
BM05,2,70.44513025509808,16.335742276572716
BM05,3,71.38203613314309,15.535561345538785
BM05,4,71.76524141199415,21.04077047535935
BM05,5,58.198453659697215,12.922535284283143
BM05,6,60.10198428393059,12.141064862787982
BM05,7,44.895535461116786,12.925378015082444
BM05,8,57.09519166815507,21.328364016141357
BM05,9,66.32779779246415,19.4078049352576
BM05,10,70.3602494842731,13.76018311042542
BM05,11,54.38638980249371,16.951674341547722
BM05,12,53.46284606016566,17.654545431352755
BM05,13,56.31726437477356,16.346949288208215
BM05,14,57.897959333569915,16.69305284889084
BM05,15,61.71765999691433,17.40663367466484
BM05,16,72.45720934739127,11.949477618942453
BM05,17,40.118574936626366,10.268110218968147
BM05,18,41.22693407947708,11.381658859953479
BM05,19,48.09186700326055,16.62277404739667
BM05,20,51.20891118264578,16.320030394455642
BM05,21,46.44354195947189,13.771113502789408
BM05,22,38.097977789950896,13.687986491629486
BM05,23,27.772562531883466,15.773504068475432
BM05,24,41.77908417414363,14.487360464789338
BM05,25,43.81811603152018,18.80905355532793
BM05,26,46.731436359396106,12.350757153193241
BM05,27,356.5379731605297,6.645425665802097
BM05,28,31.709681154801295,14.442793390077064
BM05,29,37.47820393978343,19.35256191461859
BM05,30,19.690499931236964,11.625591007262766
BM05,31,30.939450510999574,5.985907264161106
BM05,32,33.529260399434214,20.25987556895592
BM05,33,10.553939662279888,20.44705352235367
BM05,34,41.95756598718239,20.21544626448243
BM05,35,47.0939051154803,18.67960843145208
BM05,36,27.027658948997136,18.07768429545577
BM05,37,48.8761143963969,19.15779136912985
BM05,38,62.761093835126395,20.830490492528313
BM05,39,63.98894956119843,22.135863700050407
BM05,40,67.01458892526239,21.660380531814805
BM05,41,68.88703113911353,20.893150143971578
BM05,42,75.70366046755046,13.690604696154454
BM05,43,89.88396895898329,13.561153626359824
BM05,44,93.0155551655891,20.94726360326543
BM05,45,104.87607363043443,17.046152137821668
BM05,46,127.00363134582093,14.065763253593856
BM05,47,88.41491046633128,16.394556757932495
BM05,48,87.75694158106988,19.020218490477717
BM05,49,171.53327576600367,10.015469887540245
BM05,50,148.6903142617147,13.744861650521205
BM05,51,128.41285778977522,14.123230722996464
BM05,52,176.16624020712217,11.662353782203715
BM05,53,111.6087321419707,20.035096754707133
BM05,54,262.0173970159217,21.736070399426858
BM05,55,270.49981116509286,10.234831755396618
BM05,56,272.54039735080096,15.579486008835383
BM05,57,267.75811549785016,11.532110453077152
BM05,58,271.2941036092587,11.778570677219832
BM05,59,271.21216079341013,12.568194893853923
BM05,60,275.00718826173744,15.72862234204039
BM05,61,302.66469159026974,9.105716625134814
BM05,62,294.3792314153638,8.100633268024724
BM05,63,289.22683079585636,7.7565672024332075
BM05,64,302.6266318112725,17.35629061227313
BM05,65,304.3476827088874,12.979447828403444
BM05,66,308.87332060104075,10.605139556421433
BM05,67,274.8199873309843,14.82781181522514
BM05,68,306.9901660546504,11.76873536226203
BM05,69,315.28679341653697,20.14531380580637
BM05,70,266.66365965239044,14.636805033103654
BM05,71,282.3255916326202,17.335106239952328
BM05,72,296.52675209376207,16.96980727962801
BM05,73,347.87508565819047,14.07823577938022
BM05,74,338.52397744469465,7.696303203239835
BM05,75,337.4568123422602,8.72916960245915
BM05,76,326.7534747977181,20.778300260858938
BM05,77,267.06440007562276,17.75579251120286
BM05,78,333.57615574098855,20.173075905935907
BM05,79,285.5183509872089,14.925862821779416
BM05,80,293.041280617873,19.7505291654692
BM05,81,303.3820484198193,12.44988841248645
BM05,82,333.8216302293354,17.86767560490241
BM05,83,289.89946275822064,17.99937162808985
BM05,84,263.1864530365576,14.301553756356974
BM05,85,254.77034373063034,14.373636604481918
BM05,86,258.8424487242352,14.184659612230968
BM05,87,258.6726984227359,15.630019633436891
BM05,88,285.23595694385676,16.97686129400495
BM05,89,277.2762216700895,19.208569561604907
BM05,90,241.14843226211093,13.284603339685315
BM05,91,243.5060053261052,11.202593771854191
BM05,92,254.33864963218858,17.321859182083422
BM05,93,247.89238915310307,12.40432063097371
BM05,94,256.4750668801128,10.684084674863831
BM05,95,256.0466411773656,11.438239661897951
BM05,96,253.8540660132532,13.815601848986896
BM05,97,254.63666925229063,9.207729619926964
BM05,98,261.98535228482194,12.19020491255047
BM05,99,229.34240600664435,18.727062546425906
BM05,100,229.92379462607698,12.425899429430666
BM05,101,202.71107276635257,10.73701985794488
BM05,102,205.3264233211705,9.31641521812846
BM05,103,214.99629420637916,16.68177019937672
BM05,104,226.65339282767758,20.057628487368827
BM05,105,234.4173785650026,13.356097418634354
BM05,106,187.95300190420744,2.5275884990459785
BM05,107,207.3826461782264,15.082305384303007
BM05,108,222.6066555602059,18.50959648191581
BM05,109,217.91460877747562,19.06744572506488
BM05,110,218.9967735678188,15.576659888868669
BM05,111,219.45640510269953,17.120544387520123
BM05,112,191.71868936825615,19.945188015831338
