cluster,volume
9,0.004709392417183338
13,0.005074617450966656
14,0.008379092528450014
15,0.002954157228683327
16,0.0016486275609833344
17,0.0016134391579833267
19,0.002255859621633341
35,0.1308182880622334
39,0.006665027012366668
40,0.01018659463765
41,0.005287429429599999
66,0.00983445050008333
74,0.012241549447716663
80,0.008847372161633334
82,0.05774569506946668
86,0.026923039259083337
88,0.0118176250272
109,0.0006505582480333162
152,0.020481171497216667
157,0.011165047077750007
179,0.0033451400312833335
243,0.003149480029566667
255,0.002755392562900009
286,0.2467158954515666
305,0.09279560578329968
306,0.0034155425861499993
307,0.001245459976983341
308,0.0028003351081999886
309,0.0016094137490166593
325,0.01148280652633335
336,0.0073865442643666485
374,0.0022899476344166703
375,0.002974267968850005
402,0.01924659533198334
487,0.007138983168366669
542,0.008981414602683303
577,0.050339831563766646
581,0.008101696721050006
606,0.0011618317996833238
627,0.010446884028133341
629,0.0060116436455999985
637,0.005202635750966725
638,0.004582317761566657
682,0.005061150852283361
695,0.0037182920847833286
697,0.004009115984083329
