"reference";"total_length";"total_volume";"mean_circ";"num_orders";"length_ord01";"volume_ord01";"circ_ord01";"inv_circ_ord01"
BM01_cl_dw_cluster_46_QSM;5.12730407714844;0.00102170825004578;4.81508926200836;4;3.40253078937531;0.000711426436901093;4.93210071528628;NA
BM01_cl_dw_cluster_47_QSM;2.38933968544006;0.000706915974617004;5.62274597222463;3;1.89653033018112;0.000595163658261299;5.74062492497802;NA
BM01_cl_dw_cluster_48_QSM;89.6947937011719;0.0328976707458496;6.42391016066226;6;31.1902804374695;0.01390669465065;7.59728306511194;NA
BM01_cl_dw_cluster_49_QSM;3.10662627220154;0.00118587410449982;6.76153809985139;3;2.38482016324997;0.000875045388936997;6.76204783370722;NA
BM01_cl_dw_cluster_5_QSM;3.78357028961182;0.00135885167121887;6.30950688485895;3;2.85473150014877;0.000923537909984589;6.78530660865843;NA
BM01_cl_dw_cluster_51_QSM;12.9105195999146;0.00248530125617981;4.77922031402214;5;8.11306762695312;0.00162076705694199;5.08390860671583;NA
BM01_cl_dw_cluster_52_QSM;2.43215703964233;0.000369743406772614;4.18269147388882;3;1.59968316555023;0.000186663128435612;4.53166362996865;NA
BM01_cl_dw_cluster_53_QSM;3.38872861862183;0.00130894064903259;6.15059858062581;3;1.50637245178223;0.000380468264222145;6.23185925907161;NA
BM01_cl_dw_cluster_54_QSM;6.84345293045044;0.00406223487854004;7.50915159524003;4;5.06306529045105;0.00248410999774933;8.63364218585167;24.2968292764645
BM01_cl_dw_cluster_55_QSM;8.20917701721191;0.00191532421112061;5.20511411031536;4;6.42683005332947;0.00151356995105743;5.53760018573271;NA
BM01_cl_dw_cluster_56_QSM;12.130970954895;0.00257526969909668;4.9276183632997;5;8.32058191299438;0.00176117390394211;5.25218711628557;NA
BM01_cl_dw_cluster_57_QSM;2.74858164787292;0.000600842773914337;4.71672728350191;2;1.84146481752396;0.000302581377327442;4.97548720597151;NA
BM01_cl_dw_cluster_58_QSM;13.2321166992188;0.00575189876556396;7.35409287672589;4;9.84407615661621;0.00445378041267395;7.77565299698897;NA
BM01_cl_dw_cluster_59_QSM;5.0104341506958;0.000934288144111633;4.71723504197812;3;4.02659034729004;0.000717629045248032;5.03755082568669;NA
BM01_cl_dw_cluster_6_QSM;29.7976455688477;0.0152352066040039;7.74787889779784;5;15.6490485668182;0.00823364949226379;8.62177985671006;NA
BM01_cl_dw_cluster_60_QSM;10.4803562164307;0.00215681576728821;4.91257428281343;6;4.61455500125885;0.00100859010219574;5.66364172204045;NA
BM01_cl_dw_cluster_61_QSM;35.6225471496582;0.00776387119293213;5.0647477248248;6;19.5541553497314;0.0042922979593277;5.63088271615895;NA
BM01_cl_dw_cluster_62_QSM;6.07478523254395;0.00139955735206604;5.12593110448734;3;4.13099956512451;0.000832824915647507;5.31462704412023;NA
BM01_cl_dw_cluster_63_QSM;5.61389350891113;0.00126431179046631;5.06773187791032;4;3.76661932468414;0.000854485094547272;5.60750096143731;NA
BM01_cl_dw_cluster_64_QSM;3.13916802406311;0.00564819431304932;12.3598811619335;2;1.08591917157173;0.000475914396345615;13.2472251642155;21.4188801613035
BM01_cl_dw_cluster_65_QSM;7.43379688262939;0.00141581916809082;4.71505700159733;4;5.05698180198669;0.000992054492235184;5.33333976673552;NA
BM01_cl_dw_cluster_66_QSM;2.65499472618103;0.000661704897880554;5.41442052362304;3;1.86969536542892;0.000457661204040051;5.85097574986496;NA
BM01_cl_dw_cluster_67_QSM;22.4802131652832;0.00430415534973145;4.74596183887429;6;5.11551380157471;0.00108215782046318;5.35909800973435;NA
BM01_cl_dw_cluster_68_QSM;10.0486650466919;0.00517889738082886;6.62566979602753;5;6.3702644109726;0.00287937211990356;8.47501692925135;24.3050426837288
BM01_cl_dw_cluster_69_QSM;3.59391689300537;0.00126655173301697;6.25919693866128;4;2.41274464130402;0.000827044039964676;7.19356772311716;NA
BM01_cl_dw_cluster_7_QSM;6.97728538513184;0.00219835758209229;6.02881453941425;4;5.24271535873413;0.00147588008642197;6.63493146423803;NA
