cluster,volume
56,0.002732361419633334
57,0.002802015594166667
61,0.02604817914173334
63,0.03300731970573334
76,0.01275918437698334
176,0.01633306747891661
195,0.004742771092516669
305,0.005239293953250038
332,0.001423458562216676
358,0.0030300454746333416
375,0.0018475426261000034
409,0.10947689772611675
418,0.0017039247322833278
419,0.001095278933016669
422,0.01895152439193332
424,0.0037352594424500036
426,0.00854449561005
459,0.007716786498899998
468,0.015437698934783336
469,0.004112696196049999
573,0.004259413801716659
617,0.004091411753449995
741,0.0035730894315333358
744,0.0019000146652666677
754,0.0034061448833000046
756,0.0020830046820499997
761,0.004289670097700004
792,0.002522823106016667
793,0.0017657352152333355
826,0.0015613745009833355
953,0.0023503599709333114
