date;plot;element;type;azimuth;distance;az_rad;x;y;detected;id_cluster_detected;detectable;id_cluster_detectable;stage_saproxylation;age;species;epiphytes;forks;notes;length_1;length_2;length_3;length_4;length_5;length_6;length_7;length_8;total_length;circ_1;circ_2;circ_3;circ_4;circ_5;circ_6;circ_7;circ_8;mean_circ;volume_1;volume_2;volume_3;volume_4;volume_5;volume_6;volume_7;volume_8;total_volume
21/06/2023;BM08;17;crown_branch;0;6,2;1,570796327;0;6,2;yes;"569; 632; 571; 572; 573";yes;"569; 652; 632; 633; 571; 572; 573; 566; 606";1;≤ 3 years;Quercus spp.;< 30% moss;;2 coupures;10,38;;;;;;;;10,38;47,9;;;;;;;;47,9;0,251779566;;;;;;;;0,251779566
21/06/2023;BM08;18;crown_branch;351;11,72;1,727875959;-1,83;11,58;yes;"550; 551; 618";yes;"593; 550; 551; 618";1;≤ 3 years;Quercus spp.;;;;4;;;;;;;;4;35,2;;;;;;;;35,2;0,031663186;;;;;;;;0,031663186
21/06/2023;BM08;19;crown_branch;347;8,15;1,79768913;-1,83;7,94;yes;552;yes;552;1;≤ 3 years;Quercus spp.;< 30% moss;;;1,35;;;;;;;;1,35;42,95;;;;;;;;42,95;0,021194536;;;;;;;;0,021194536
21/06/2023;BM08;20;crown_branch;344;9,74;1,850049007;-2,68;9,36;yes;"514; 508; 521";yes;"514; 508; 525; 521";1;≤ 3 years;Quercus spp.;< 30% moss;;;3,5;;;;;;;;3,5;25,45;;;;;;;;25,45;0,021834122;;;;;;;;0,021834122
21/06/2023;BM08;21;crown_branch;344;9,73;1,850049007;-2,68;9,35;yes;522;yes;522;1;≤ 3 years;Quercus spp.;;;;1;;;;;;;;1;22,8;;;;;;;;22,8;0,003550959;;;;;;;;0,003550959
21/06/2023;BM08;22;log;335;10,45;2,00712864;-4,42;9,47;yes;"528; 529; 510; 526; 219";yes;"528; 529; 492; 510; 526; 219; 145";4;> 3 years;Quercus spp.;;;sous la litière;2,55;;;;;;;;2,55;51,05;;;;;;;;51,05;0,052256699;;;;;;;;0,052256699
21/06/2023;BM08;23;crown_branch;343;10,61;1,8675023;-3,1;10,15;yes;"617; 595; 535; 509; 620";yes;"520; 539; 617; 595; 535; 594; 509; 515; 516; 620";1;≤ 3 years;Quercus spp.;< 30% moss;;;1;1,56;1,05;1;1,5;;;;6,11;53,1;34,5;27,5;21,7;23,1;;;;31,98;0,021505997;0,017415887;0,004984804;0,004692498;0,009853694;;;;0,058452881
21/06/2023;BM08;24;crown_branch;15;6,58;1,308996939;1,7;6,36;no;;no;;1;≤ 3 years;Quercus spp.;between 30% and 80% moss;;;1;;;;;;;;1;22,5;;;;;;;;22,5;0,004060653;;;;;;;;0,004060653
21/06/2023;BM08;25;log;19;10,96;1,239183769;3,57;10,36;no;;no;;2;≤ 3 years;Carpinus betulus;;;;2,95;;;;;;;;2,95;21,9;;;;;;;;21,9;0,011834748;;;;;;;;0,011834748
21/06/2023;BM08;26;log;356;11,86;1,640609497;-0,83;11,83;no;;no;;3;> 3 years;Sorbus aucuparia;between 30% and 80% moss;;à moitié sous la litière;10;;;;;;;;10;69,1;;;;;;;;69,1;0,34738898;;;;;;;;0,34738898
21/06/2023;BM08;27;log;21;15,62;1,204277184;5,6;14,58;yes;"651; 672";yes;"651; 672";1;fresh;Carpinus betulus;;;tas de branches;1,18;;;;;;;;1,18;27,6;;;;;;;;27,6;0,007585199;;;;;;;;0,007585199
21/06/2023;BM08;28;log;41;14,69;0,855211333;9,64;11,09;no;;no;;2;≤ 3 years;Tilia spp.;;;;1,27;;;;;;;;1,27;22,75;;;;;;;;22,75;0,005574765;;;;;;;;0,005574765
21/06/2023;BM08;29;crown;49;17,3;0,715584993;13,06;11,35;no;;yes;"438; 148; 461; 239";1;fresh;Quercus spp.;;;;;;;;;;;;0;;;;;;;;;;0,175;;;;;;;;0,175
21/06/2023;BM08;30;log;81;9,58;0,157079633;9,46;1,5;no;;yes;223;1;≤ 3 years;Carpinus betulus;;;;1,5;;;;;;;;1,5;22,8;;;;;;;;22,8;0,006272734;;;;;;;;0,006272734
21/06/2023;BM08;31;log;135;12,25;5,497787144;8,66;-8,66;yes;89;yes;89;2;≤ 3 years;Corylus avellana;;;;1;;;;;;;;1;23,7;;;;;;;;23,7;0,004127816;;;;;;;;0,004127816
21/06/2023;BM08;32;log;148;14,71;5,270894341;7,8;-12,47;yes;98;yes;"98; 100";3;> 3 years;Sorbus aucuparia;;;;5,45;;;;;;;;5,45;41,1;;;;;;;;41,1;0,088725256;;;;;;;;0,088725256
21/06/2023;BM08;33;log;150;16,15;5,235987756;8,08;-13,99;yes;"412; 413";yes;"412; 413";1;≤ 3 years;Quercus spp.;< 30% moss;;fourche mais brins trop petits;1;;;;;;;;1;21,2;;;;;;;;21,2;0,003880052;;;;;;;;0,003880052
21/06/2023;BM08;34;log;152;7,45;5,201081171;3,5;-6,58;yes;285;yes;285;2;≤ 3 years;Corylus avellana;;;;2;;;;;;;;2;20,9;;;;;;;;20,9;0,006822813;;;;;;;;0,006822813
21/06/2023;BM08;35;log;157;8,05;5,113814708;3,15;-7,41;yes;1;yes;1;1;fresh;Corylus avellana;;;avec un tronc vivant, couché, dirigé vers le houppier de Quercus spp. (nord);2;;;;;;;;2;20,6;;;;;;;;20,6;0,00752523;;;;;;;;0,00752523
21/06/2023;BM08;36;log;157;8,05;5,113814708;3,15;-7,41;yes;2;yes;2;1;fresh;Corylus avellana;;;;4,4;;;;;;;;4,4;22,35;;;;;;;;22,35;0,019064688;;;;;;;;0,019064688
21/06/2023;BM08;37;log;193;7,57;4,485496178;-1,7;-7,38;yes;"381; 391";yes;"381; 391";2;≤ 3 years;Carpinus betulus;;;;1,5;;;;;;;;1,5;21;;;;;;;;21;0,005093754;;;;;;;;0,005093754
21/06/2023;BM08;38;log;188;9,37;4,57276264;-1,3;-9,28;yes;380;yes;380;3;> 3 years;unidentified;;;;2;;;;;;;;2;27,4;;;;;;;;27,4;0,009670997;;;;;;;;0,009670997
21/06/2023;BM08;39;log;191;11,56;4,520402763;-2,21;-11,35;no;;no;;2;≤ 3 years;unidentified;;;dans un petit tas;1;;;;;;;;1;30,2;;;;;;;;30,2;0,008741532;;;;;;;;0,008741532
21/06/2023;BM08;40;crown;200;13;4,36332313;-4,45;-12,22;yes;"277; 343; 340; 391";yes;"277; 278; 343; 361; 340; 391";1;fresh;Quercus spp.;;;position approximative;;;;;;;;;0;;;;;;;;;;0,175;;;;;;;;0,175
21/06/2023;BM08;41;log;209;13,39;4,206243497;-6,49;-11,71;yes;344;yes;344;1;≤ 3 years;Quercus spp.;;;;1;;;;;;;;1;25,7;;;;;;;;25,7;0,005742125;;;;;;;;0,005742125
21/06/2023;BM08;42;log;239;11,83;3,682644722;-10,14;-6,09;yes;179;yes;179;4;> 3 years;unidentified;;;incliné à 30° environ, moins dégradé au-dessus du sol;10;;;;;;;;10;41;;;;;;;;41;0,132075472;;;;;;;;0,132075472
21/06/2023;BM08;43;log;251;6,29;3,473205211;-5,95;-2,05;yes;103;yes;103;2;> 3 years;Corylus avellana;;;;1,3;;;;;;;;1,3;29,9;;;;;;;;29,9;0,01120932;;;;;;;;0,01120932
21/06/2023;BM08;44;log;303;17,3;2,565634;-14,51;9,42;no;;no;;3;> 3 years;unidentified;< 30% moss;;;2;;;;;;;;2;24,2;;;;;;;;24,2;0,010677851;;;;;;;;0,010677851
11/07/2023;BM09;1;log;102;10,14;6,073745797;9,92;-2,11;yes;32;yes;32;4;> 3 years;unidentified;;;;1,39;;;;;;;;1,39;22,5;;;;;;;;22,5;0,005556408;;;;;;;;0,005556408
11/07/2023;BM09;2;log;111;3,2;5,916666164;2,99;-1,15;yes;"550; 607";yes;"550; 607";1;≤ 3 years;Quercus spp.;;;;2;;;;;;;;2;23,3;;;;;;;;23,3;0,007614264;;;;;;;;0,007614264
11/07/2023;BM09;3;log;145;5,87;5,323254219;3,37;-4,81;yes;"239; 247; 251; 246; 245; 242";yes;"239; 247; 251; 246; 245; 242; 214; 233";1;≤ 3 years;Quercus spp.;;;tronc couché, base debout;18;;;;;;;;18;61,9;;;;;;;;61,9;0,539117462;;;;;;;;0,539117462
11/07/2023;BM09;4;log;190;6,98;4,537856055;-1,21;-6,87;no;;no;;4;> 3 years;unidentified;between 30% and 80% moss;;;1,185;;;;;;;;1,185;26,05;;;;;;;;26,05;0,007802721;;;;;;;;0,007802721
11/07/2023;BM09;5;log;216;6,42;4,08407045;-3,77;-5,19;yes;"428; 429";yes;"428; 429; 41";2;> 3 years;Quercus spp.;< 30% moss;;;4;;;;;;;;4;28,3;;;;;;;;28,3;0,026584181;;;;;;;;0,026584181
11/07/2023;BM09;6;log;259;17,7;3,333578871;-17,37;-3,38;no;;yes;287;2;> 3 years;Quercus spp.;between 30% and 80% moss;;;2;;;;;;;;2;27,3;;;;;;;;27,3;0,009462239;;;;;;;;0,009462239
11/07/2023;BM09;7;log;250;10,5;3,490658504;-9,87;-3,59;yes;"1003; 1004";yes;"1003; 1004";2;> 3 years;Quercus spp.;< 30% moss;;;3,45;;;;;;;;3,45;32,5;;;;;;;;32,5;0,026754846;;;;;;;;0,026754846
11/07/2023;BM09;8;log;262;13,36;3,281218994;-13,23;-1,86;no;;yes;725;2;> 3 years;Quercus spp.;between 30% and 80% moss;;;1,5;;;;;;;;1,5;22;;;;;;;;22;0,004859863;;;;;;;;0,004859863
11/07/2023;BM09;9;log;265;13,38;3,228859116;-13,33;-1,17;no;;yes;"73; 87";3;> 3 years;Quercus spp.;< 30% moss;;à moitié sous la litière;1,13;;;;;;;;1,13;25,2;;;;;;;;25,2;0,004871907;;;;;;;;0,004871907
11/07/2023;BM09;10;log;332;13,69;2,059488517;-6,43;12,09;no;;no;;5;> 3 years;Quercus spp.;;;à moitié sous la litière;1,5;;;;;;;;1,5;22,55;;;;;;;;22,55;0,005194605;;;;;;;;0,005194605
18/07/2023;BM10;1;log;305;0,57;2,530727415;-0,47;0,33;no;;no;;5;≤ 3 years;Betula spp.;;;à moitié sous la litière;1;;;;;;;;1;20,5;;;;;;;;20,5;0,00281439;;;;;;;;0,00281439
18/07/2023;BM10;2;log;345;1,59;1,832595715;-0,41;1,54;yes;76;yes;76;3;≤ 3 years;Betula spp.;< 30% moss;;à moitié sous la litière;1,5;;;;;;;;1,5;30,25;;;;;;;;30,25;0,01029202;;;;;;;;0,01029202
18/07/2023;BM10;3;log;5;5,04;1,483529864;0,44;5,02;no;;yes;63;5;≤ 3 years;Betula spp.;< 30% moss;;à moitié sous la litière;3;;;;;;;;3;21;;;;;;;;21;0,011376926;;;;;;;;0,011376926
18/07/2023;BM10;4;log;7;3,7;1,448623279;0,45;3,67;no;;yes;56;5;≤ 3 years;Betula spp.;< 30% moss;;à moitié sous la litière;1;;;;;;;;1;27;;;;;;;;27;0,005501456;;;;;;;;0,005501456
18/07/2023;BM10;5;log;12;4,32;1,361356817;0,9;4,23;no;;yes;56;5;≤ 3 years;Betula spp.;< 30% moss;;à moitié sous la litière;1;;;;;;;;1;20,8;;;;;;;;20,8;0,003725976;;;;;;;;0,003725976
18/07/2023;BM10;6;log;10;3,41;1,396263402;0,59;3,36;no;;yes;57;5;≤ 3 years;Betula spp.;> 80% moss;;à moitié sous la litière;1;;;;;;;;1;26,5;;;;;;;;26,5;0,00586722;;;;;;;;0,00586722
18/07/2023;BM10;7;log;25;6,94;1,134464014;2,93;6,29;yes;744;yes;744;5;≤ 3 years;Betula spp.;between 30% and 80% moss;;à moitié sous la litière;1,45;;;;;;;;1,45;22,7;;;;;;;;22,7;0,005520519;;;;;;;;0,005520519
18/07/2023;BM10;8;log;20;6,43;1,221730476;2,2;6,04;no;;yes;756;5;≤ 3 years;Betula spp.;< 30% moss;;à moitié sous la litière;1;;;;;;;;1;25,4;;;;;;;;25,4;0,004979215;;;;;;;;0,004979215
18/07/2023;BM10;9;log;31;6,53;1,029744259;3,36;5,6;yes;793;yes;"792; 793";5;≤ 3 years;Betula spp.;< 30% moss;;à moitié sous la litière;1,39;;;;;;;;1,39;25,45;;;;;;;;25,45;0,008221059;;;;;;;;0,008221059
18/07/2023;BM10;10;log;5;8,72;1,483529864;0,76;8,69;no;;yes;741;5;≤ 3 years;Betula spp.;< 30% moss;;à moitié sous la litière;1;;;;;;;;1;29,9;;;;;;;;29,9;0,008123374;;;;;;;;0,008123374
18/07/2023;BM10;11;log;0;6,12;1,570796327;0;6,12;no;;no;;5;≤ 3 years;Betula spp.;> 80% moss;;fourche à la base avec branche partant vers le haut;1;;;;;;;;1;26,1;;;;;;;;26,1;0,006219881;;;;;;;;0,006219881
18/07/2023;BM10;12;log;62;16,4;0,488692191;14,48;7,7;no;;no;;5;≤ 3 years;Betula spp.;;;à moitié sous la litière;1,55;;;;;;;;1,55;22,5;;;;;;;;22,5;0,00590719;;;;;;;;0,00590719
18/07/2023;BM10;13;log;74;11,46;0,27925268;11,02;3,16;yes;375;yes;375;5;≤ 3 years;Betula spp.;between 30% and 80% moss;;à moitié sous la litière;1,33;;;;;;;;1,33;30;;;;;;;;30;0,009195847;;;;;;;;0,009195847
18/07/2023;BM10;14;log;180;3,37;4,71238898;0;-3,37;no;;yes;61;5;≤ 3 years;Betula spp.;between 30% and 80% moss;;à moitié sous la litière;1,2;;;;;;;;1,2;25,85;;;;;;;;25,85;0,006322841;;;;;;;;0,006322841
18/07/2023;BM10;15;log;230;13,35;3,839724354;-10,23;-8,58;yes;"468; 617; 459";yes;"409; 469; 468; 617; 459; 424; 426";3;> 3 years;Quercus spp.;;1;;4,3;2;4,05;;;;;;10,35;87,2;47,1;35,4;;;;;;56,56666667;0,256404871;0,043736176;0,047325244;;;;;;0,347466291
18/07/2023;BM10;16;log;213;10,4;4,136430327;-5,66;-8,72;no;;no;;3;> 3 years;Quercus spp.;;;;1;;;;;;;;1;26,3;;;;;;;;26,3;0,005398111;;;;;;;;0,005398111
18/07/2023;BM10;17;log;232;13,6;3,804817769;-10,72;-8,37;no;;no;;3;> 3 years;Quercus spp.;between 30% and 80% moss;;un peu sous la litière;1;;;;;;;;1;25,9;;;;;;;;25,9;0,004800299;;;;;;;;0,004800299
18/07/2023;BM10;18;log;232;13,6;3,804817769;-10,72;-8,37;no;;no;;3;> 3 years;Quercus spp.;between 30% and 80% moss;;un peu sous la litière;1;;;;;;;;1;21;;;;;;;;21;0,003374814;;;;;;;;0,003374814
18/07/2023;BM10;19;log;232;13,73;3,804817769;-10,82;-8,45;yes;422;yes;"422; 305; 953";3;> 3 years;Quercus spp.;> 80% moss;;;4;;;;;;;;4;41,7;;;;;;;;41,7;0,036439055;;;;;;;;0,036439055
18/07/2023;BM10;20;log;235;15,75;3,752457892;-12,9;-9,03;no;;yes;"418; 419";3;> 3 years;Quercus spp.;;;;1,8;;;;;;;;1,8;28,15;;;;;;;;28,15;0,009463849;;;;;;;;0,009463849
18/07/2023;BM10;21;log;237;18,22;3,717551307;-15,28;-9,92;yes;573;yes;573;3;> 3 years;Quercus spp.;between 30% and 80% moss;;en majorité dans la placette;1,5;;;;;;;;1,5;24,45;;;;;;;;24,45;0,006341476;;;;;;;;0,006341476
18/07/2023;BM10;22;log;305;14;2,530727415;-11,47;8,03;yes;"176; 332; 358";yes;"176; 332; 358";1;fresh;Betula spp.;;;;3;;;;;;;;3;23,2;;;;;;;;23,2;0,015595646;;;;;;;;0,015595646
18/07/2023;BM10;23;log;315;10,63;2,35619449;-7,52;7,52;yes;195;yes;195;2;≤ 3 years;Betula spp.;;;;1;;;;;;;;1;21,2;;;;;;;;21,2;0,003932135;;;;;;;;0,003932135
18/07/2023;BM10;24;log;322;15,93;2,234021443;-9,81;12,55;yes;761;yes;"754; 761; 826";2;≤ 3 years;Betula spp.;;;;2;;;;;;;;2;22,1;;;;;;;;22,1;0,008135815;;;;;;;;0,008135815
18/07/2023;BM11;1;log;89;16,25;0,017453293;16,25;0,28;yes;510;yes;510;2;≤ 3 years;Quercus spp.;;;;2;;;;;;;;2;21,6;;;;;;;;21,6;0,00760307;;;;;;;;0,00760307
18/07/2023;BM11;2;log;102;15,68;6,073745797;15,34;-3,26;yes;368;yes;368;2;≤ 3 years;Quercus spp.;;;;2,5;;;;;;;;2,5;22,6;;;;;;;;22,6;0,00946013;;;;;;;;0,00946013
18/07/2023;BM11;3;log;205;9,6;4,276056667;-4,06;-8,7;no;;yes;"657; 658; 662";2;≤ 3 years;Betula spp.;;;;1,44;;;;;;;;1,44;21,2;;;;;;;;21,2;0,004519561;;;;;;;;0,004519561
18/07/2023;BM11;4;log;296;14,75;2,687807048;-13,26;6,47;yes;845;yes;"845; 180; 1365";3;> 3 years;unidentified;;;;4;;;;;;;;4;22,7;;;;;;;;22,7;0,01804199;;;;;;;;0,01804199
18/07/2023;BM11;5;log;314;14,87;2,373647783;-10,7;10,33;no;;no;;2;> 3 years;unidentified;;;;3,88;;;;;;;;3,88;24,1;;;;;;;;24,1;0,018260936;;;;;;;;0,018260936
18/07/2023;BM11;6;log;312;15,72;2,408554368;-11,68;10,52;no;;yes;1140;3;> 3 years;unidentified;;;;5;;;;;;;;5;23,65;;;;;;;;23,65;0,023933561;;;;;;;;0,023933561
18/07/2023;BM11;7;log;328;15;2,129301687;-7,95;12,72;no;;no;;3;> 3 years;unidentified;;;à moitié sous la litière;1;;;;;;;;1;26,6;;;;;;;;26,6;0,00544989;;;;;;;;0,00544989
18/07/2023;BM11;8;log;335;15,47;2,00712864;-6,54;14,02;yes;972;yes;972;3;> 3 years;unidentified;;;à moitié sous la litière;3,85;;;;;;;;3,85;39,4;;;;;;;;39,4;0,038840402;;;;;;;;0,038840402
18/07/2023;BM11;9;log;335;15,47;2,00712864;-6,54;14,02;no;;no;;3;> 3 years;unidentified;;;à moitié sous la litière;1,35;;;;;;;;1,35;22,2;;;;;;;;22,2;0,005407434;;;;;;;;0,005407434
18/07/2023;BM11;10;log;335;15,41;2,00712864;-6,51;13,97;no;;no;;5;> 3 years;unidentified;;;très dégradé;1,5;;;;;;;;1,5;27,95;;;;;;;;27,95;0,007966395;;;;;;;;0,007966395
18/07/2023;BM11;11;log;330;14,85;2,094395102;-7,43;12,86;no;;yes;"939; 940; 951; 1519; 958";3;> 3 years;unidentified;;;;7,53;;;;;;;;7,53;37,75;;;;;;;;37,75;0,068663204;;;;;;;;0,068663204
18/07/2023;BM11;12;log;330;14,85;2,094395102;-7,43;12,86;yes;941;yes;"941; 958";3;> 3 years;unidentified;;;chevauche 11 au départ, puis parallèle à 11, plus proche du centre que 11;7,5;;;;;;;;7,5;37,7;;;;;;;;37,7;0,098756995;;;;;;;;0,098756995
18/07/2023;BM11;13;log;345;14,9;1,832595715;-3,86;14,39;no;;yes;"958; 959";3;> 3 years;Quercus spp.;;2;;1,4;1,5;1,5;3,25;4;;;;11,65;52,25;38,4;21,1;35,55;31,4;;;;35,74;0,034730526;0,01554457;0,005713755;0,037406843;0,029887521;;;;0,123283216
