//X Y Z R G B PointSourceId ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
0.97000003 5.11000013 -1.32000005 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.402107 0.200323 0.893409
0.95999998 5.03000021 -1.30999994 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.456578 0.272102 0.847052
1.00999999 5.09000015 -1.38999999 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.708058 -0.361388 0.606673
1.00000000 5.03000021 -1.36000001 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.733053 -0.223511 0.642398
0.95999998 5.09000015 -1.32000005 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.403686 0.106817 0.908641
0.98000002 5.07999992 -1.36000001 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.746570 -0.092043 0.658910
0.99000001 5.09000015 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.736032 0.129888 0.664369
0.97000003 5.07999992 -1.36000001 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.877435 -0.231691 0.420033
0.98000002 5.05000019 -1.38999999 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.555949 0.217143 0.802353
0.95999998 5.13000011 -1.41999996 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.372799 -0.093539 0.923186
0.97000003 5.13999987 -1.40999997 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.410845 0.041217 0.910773
0.95999998 5.15999985 -1.40999997 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.328032 0.222030 0.918203
1.01999998 5.07999992 -1.39999998 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.598698 -0.387587 0.700955
1.00000000 5.03000021 -1.41999996 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.580783 0.078872 0.810228
0.98000002 5.05999994 -1.40999997 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.687696 0.169256 0.705994
0.99000001 5.07000017 -1.41999996 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.617887 0.104204 0.779331
0.73000002 5.32000017 -1.22000003 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 -0.171877 0.117470 0.978090
0.66000003 5.28000021 -1.22000003 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 -0.255340 0.696237 0.670862
0.73000002 5.09999990 -1.20000005 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.330798 0.470081 0.818289
0.75000000 5.01000023 -1.19000006 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.418366 0.411955 0.809483
0.72000003 5.07999992 -1.20000005 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.464637 0.276313 0.841287
0.70999998 5.03999996 -1.17999995 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 -0.164885 0.405761 0.898983
0.72000003 5.05000019 -1.19000006 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.439027 0.435787 0.785713
0.72000003 5.05000019 -1.19000006 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.439027 0.435787 0.785713
0.73000002 5.01000023 -1.19000006 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.139017 0.507777 0.850198
0.68000001 5.09000015 -1.17999995 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.116859 0.426605 0.896857
0.66000003 5.03999996 -1.20000005 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.207923 0.186734 0.960155
0.63999999 5.09000015 -1.19000006 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.224975 0.355605 0.907156
0.63000000 5.01999998 -1.16999996 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 -0.003850 0.391437 0.920197
0.63999999 5.03999996 -1.17999995 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.046620 0.611707 0.789710
0.88999999 5.26999998 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.509140 0.294765 0.808634
0.89999998 5.28999996 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.324163 -0.063791 0.943848
0.91000003 5.26999998 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.422541 0.347143 0.837228
0.89999998 5.28000021 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.251314 0.035552 0.967252
0.93000001 5.26000023 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.494836 0.471666 0.729841
0.92000002 5.21000004 -1.35000002 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.547226 0.428192 0.719164
0.92000002 5.19000006 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.560237 0.411502 0.718888
0.92000002 5.19000006 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.560237 0.411502 0.718888
0.94999999 5.21999979 -1.36000001 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.536634 0.456887 0.709421
0.88999999 5.23999977 -1.34000003 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.396414 0.517133 0.758570
0.89999998 5.23000002 -1.37000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.639215 0.029502 0.768462
0.91000003 5.23999977 -1.37000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.539786 0.361479 0.760240
0.88999999 5.25000000 -1.38000000 137 242 66 97.000000 1.000000 4.000000 1.000000 176.000000 114.000000 226.000000 0.581702 0.204133 0.787370
