//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
-7.57999992 4.63999987 -1.47000003 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.495567 0.216716 0.841099
-7.69999981 4.69999981 -1.41999996 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.372993 -0.048766 0.926552
-7.75000000 4.67999983 -1.37000000 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.524760 0.026033 0.850852
-7.75000000 4.71000004 -1.40999997 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.381343 0.302340 0.873595
-7.75000000 4.67999983 -1.47000003 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.527042 0.063245 0.847483
-7.78999996 4.69999981 -1.35000002 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.652205 0.162671 0.740382
-7.82000017 4.71000004 -1.36000001 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.741276 0.089187 0.665248
-7.82999992 4.69000006 -1.36000001 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.467830 -0.337789 0.816721
-7.80000019 4.69999981 -1.33000004 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.514043 -0.441316 0.735527
-7.80999994 4.69999981 -1.38000000 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.502969 0.077488 0.860824
-7.82000017 4.67999983 -1.37000000 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.648993 0.139391 0.747916
-7.88999987 4.69000006 -1.36000001 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.552287 -0.582688 0.596200
-7.90000010 4.69000006 -1.35000002 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.479150 -0.426820 0.766968
-7.90999985 4.69000006 -1.34000003 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.492386 0.636908 -0.593215
-7.90000010 4.67999983 -1.36000001 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.425784 -0.568265 0.704118
-7.86000013 4.69999981 -1.46000004 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.726777 0.098372 0.679793
-7.65999985 4.63999987 -1.42999995 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.011437 -0.357082 0.934003
-7.71000004 4.65999985 -1.41999996 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.204899 -0.288532 0.935289
-7.69000006 4.65999985 -1.41999996 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.054446 -0.381120 0.922921
-7.73000002 4.63999987 -1.38999999 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.250074 -0.316568 0.915012
-7.73000002 4.67000008 -1.38000000 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.629880 -0.052608 0.774909
-7.71999979 4.61999989 -1.44000006 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.292351 -0.352320 0.889045
-7.69999981 4.57000017 -1.44000006 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.429371 -0.030574 0.902610
-7.71999979 4.57000017 -1.44000006 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.243755 -0.184500 0.952126
-7.73000002 4.55999994 -1.44000006 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.253229 -0.290426 0.922783
-7.73000002 4.59000015 -1.42999995 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.523987 -0.111149 0.844442
-7.61000013 4.63999987 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.170408 0.220606 0.960362
-7.65999985 4.59999990 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.308777 0.145547 0.939932
-7.65000010 4.63000011 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.333406 -0.003746 0.942776
-7.65999985 4.59999990 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.308777 0.145547 0.939932
-7.59000015 4.57000017 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.541658 0.152851 0.826585
-7.65000010 4.59000015 -1.47000003 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.039529 -0.317510 0.947430
-7.65999985 4.57000017 -1.47000003 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.229218 0.306099 0.923993
-7.65999985 4.55000019 -1.46000004 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.063839 -0.329619 0.941953
-7.65000010 4.57999992 -1.47000003 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.050922 0.257096 0.965043
-7.65000010 4.59000015 -1.47000003 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.039529 -0.317510 0.947430
-7.75000000 4.63000011 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.244465 -0.352791 0.903203
-7.71000004 4.59999990 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.259028 -0.335127 0.905867
-7.73999977 4.61000013 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.400246 -0.196484 0.895096
-7.69999981 4.59999990 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 -0.022048 -0.380005 0.924722
-7.75000000 4.61999989 -1.45000005 214 146 75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -3.000000 0.000000 4.000000 0.422288 0.075164 0.903340
