//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
7.59999990 11.22000027 -0.50999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.793769 -0.527595 -0.302614
7.57000017 11.22000027 -0.55000001 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.716370 -0.673418 -0.182544
7.71999979 11.23999977 -0.69999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.615506 0.675232 0.406466
7.73000002 11.22000027 -0.75999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.061083 0.805441 0.589520
7.71999979 11.25000000 -0.73000002 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.489755 -0.641226 -0.590736
7.71999979 11.30000019 -0.87000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.380944 0.890846 0.247539
7.73000002 11.31000042 -0.87000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.035257 -0.751672 -0.658594
7.71999979 11.21000004 -0.79000002 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.418204 0.756048 0.503485
7.76999998 11.28999996 -0.92000002 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.377417 0.887602 0.264043
7.75000000 11.27000046 -0.89999998 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.098568 0.678209 0.728229
7.75000000 11.23999977 -0.87000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.011016 0.958406 0.285196
7.75000000 11.21000004 -0.88000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.036854 0.978424 0.203293
7.65999985 11.31999969 -0.61000001 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.327968 0.847120 0.418120
7.65999985 11.31999969 -0.62000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.141655 0.857232 0.495063
7.67999983 11.31000042 -0.75999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 0.109696 0.808823 0.577731
7.67000008 11.34000015 -0.69000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.218639 0.967892 0.124023
7.67000008 11.35999966 -0.74000001 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.019167 0.934093 0.356514
7.65000010 11.35999966 -0.73000002 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.349941 0.724296 0.594085
7.67000008 11.34000015 -0.72000003 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.034913 0.814180 0.579562
7.63000011 11.28999996 -0.63000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.616632 0.754008 0.226358
7.65999985 11.26000023 -0.67000002 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.098339 0.755887 0.647274
7.63000011 11.27000046 -0.64999998 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.241081 0.859704 0.450321
7.65000010 11.25000000 -0.64999998 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.083926 0.933844 0.347694
7.69999981 11.27000046 -0.75999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.280160 0.680389 0.677187
7.69999981 11.26000023 -0.75999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.110741 0.763375 0.636392
7.69999981 11.27000046 -0.75999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.280160 0.680389 0.677187
7.67999983 11.27999973 -0.75000000 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.153942 0.910942 0.382737
7.71000004 11.22999954 -0.69999999 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.367924 0.879686 0.301304
7.71000004 11.23999977 -0.72000003 63 16 216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.000000 -0.445533 0.812818 0.375270
