//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
8.59000015 17.06999969 -0.15000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.183932 0.791970 0.582197
8.63000011 17.07999992 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.236780 -0.751109 -0.616255
8.60999966 17.05999947 -0.16000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.244236 0.794933 0.555364
8.59000015 17.07999992 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.212538 0.758619 0.615893
8.60000038 17.07999992 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.213278 0.649175 0.730127
8.59000015 17.07999992 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.120723 0.961891 0.245341
8.60000038 17.00000000 -0.08000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.215049 0.470701 0.855684
8.64999962 17.04000092 -0.18000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.084679 0.892599 0.442829
8.60000038 17.01000023 -0.16000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.330185 0.694528 0.639226
8.60000038 17.04999924 -0.18000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.337173 0.546897 0.766301
8.48999977 17.07999992 -0.11000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.152761 0.706329 0.691204
8.53999996 17.05999947 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.091680 0.609742 0.787280
8.47000027 17.14999962 -0.15000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.128169 0.871260 0.473792
8.44999981 17.13999939 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.055483 0.792407 0.607464
8.46000004 17.05999947 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.264356 0.406352 0.874639
8.44999981 17.07999992 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.287283 0.682097 0.672467
8.43999958 17.12999916 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.127219 0.530809 0.837889
8.40999985 17.10000038 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.061424 0.896796 0.438160
8.44999981 17.06999969 -0.16000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.219388 0.633269 0.742185
8.36999989 17.12000084 -0.10000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.228889 0.872173 0.432347
8.38000011 17.12000084 -0.10000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.286379 0.821578 0.492947
8.35999966 17.10000038 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.329326 0.800247 0.501148
8.39999962 17.06999969 -0.11000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.006805 0.551228 0.834327
8.39999962 17.06999969 -0.11000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.006805 0.551228 0.834327
8.39000034 17.09000015 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.347934 0.704035 0.619093
8.39000034 17.09000015 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.347934 0.704035 0.619093
8.36999989 17.05999947 -0.15000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.237313 0.674219 0.699365
8.38000011 17.07999992 -0.16000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.180066 0.567435 0.803488
8.31999969 17.11000061 -0.16000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.070680 0.659203 0.748636
8.34000015 17.07999992 -0.18000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.197364 0.570673 0.797107
8.31000042 17.15999985 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.392878 0.731509 0.557262
8.30000019 17.17000008 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.233364 0.618649 0.750210
8.31000042 17.17000008 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.093370 0.547295 0.831715
8.31000042 17.15999985 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.392878 0.731509 0.557262
8.31000042 17.15999985 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.392878 0.731509 0.557262
8.30000019 17.17000008 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.233364 0.618649 0.750210
8.28999996 17.15999985 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.233317 0.805022 0.545437
8.28999996 17.15999985 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.233317 0.805022 0.545437
8.27000046 17.18000031 -0.20999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.098035 0.621864 0.776965
8.27999973 17.10000038 -0.17000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.035733 0.408947 0.911858
8.30000019 17.10000038 -0.20999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.207290 0.836724 0.506876
8.28999996 17.11000061 -0.20999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.001380 0.760132 0.649768
8.28999996 17.07999992 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.146310 0.921057 0.360898
8.31000042 17.09000015 -0.20999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.294347 0.693242 0.657856
8.26000023 17.07999992 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.116987 0.650095 0.750793
8.27000046 17.07999992 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.041213 0.723354 0.689247
8.23999977 17.09000015 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.412658 0.524453 0.744757
8.23999977 17.09000015 -0.23000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.001346 0.523571 0.851981
8.55000019 17.03000069 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.148583 0.772933 0.616845
8.55000019 17.04000092 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.110997 0.511740 0.851940
8.56000042 17.04999924 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.352119 0.676396 0.646916
8.55000019 17.04000092 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.009723 0.718098 0.695874
8.53999996 17.00000000 -0.08000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.254624 0.417341 0.872349
8.53999996 17.00000000 -0.08000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.254624 0.417341 0.872349
8.53999996 17.00000000 -0.08000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.254624 0.417341 0.872349
8.53999996 17.00000000 -0.08000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.254624 0.417341 0.872349
8.56999969 16.97999954 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.194373 0.507782 0.839271
8.50000000 17.02000046 -0.10000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.181725 0.621529 0.762022
8.52999973 17.01000023 -0.10000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.176307 0.694495 0.697562
8.50000000 17.02000046 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.135907 0.763170 0.631744
8.52000046 17.03000069 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.004133 0.770131 0.637872
8.52999973 17.04000092 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.243365 0.843361 0.479078
8.50000000 16.97999954 -0.11000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.031249 0.490473 0.870896
8.51000023 17.00000000 -0.09000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.025169 0.425216 0.904742
8.56000042 17.04000092 -0.17000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.265005 -0.718846 -0.642677
8.52999973 17.03000069 -0.18000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.094312 0.465932 0.879780
8.55000019 17.04999924 -0.17000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.454011 0.618193 0.641647
8.56000042 17.04000092 -0.17000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.265005 -0.718846 -0.642677
8.47999954 17.01000023 -0.10000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.068647 0.861589 0.502944
8.46000004 17.01000023 -0.10000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.067750 0.676063 0.733723
8.46000004 17.00000000 -0.09000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.291124 0.369562 0.882423
8.47000027 17.00000000 -0.09000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.023774 0.633516 0.773365
8.42000008 17.01000023 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.398124 0.705390 0.586448
8.40999985 17.02000046 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.347134 0.617671 0.705677
8.43000031 17.00000000 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.363112 0.565021 0.740878
8.43999958 17.00000000 -0.15000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.367416 0.800615 0.473309
8.40999985 16.96999931 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.287165 0.697859 0.656148
8.39999962 17.03000069 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.261162 0.352643 0.898575
8.35999966 17.03000069 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.201947 0.523848 0.827527
8.39999962 17.02000046 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.253658 0.527547 0.810772
8.35999966 17.01000023 -0.15000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.237200 0.711600 0.661333
8.39999962 17.02000046 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.253658 0.527547 0.810772
8.39999962 17.03000069 -0.14000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.261162 0.352643 0.898575
8.38000011 16.98999977 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.177829 0.362772 0.914753
8.38000011 16.98999977 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.177829 0.362772 0.914753
8.38000011 16.98999977 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.177829 0.362772 0.914753
8.35999966 16.98999977 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.393495 0.709609 0.584480
8.35000038 17.01000023 -0.15000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.399101 0.614384 0.680625
8.35000038 16.98999977 -0.11000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.178740 0.378929 0.908000
8.31999969 17.02000046 -0.17000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.112902 0.867487 0.484478
8.34000015 16.95000076 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.095249 0.754666 0.649159
8.36999989 16.95999908 -0.13000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.316583 0.580135 0.750479
8.38000011 16.95999908 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.303709 0.456343 0.836368
8.34000015 16.95999908 -0.15000001 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.252825 0.428440 0.867478
8.31000042 17.04000092 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.221401 0.574403 0.788063
8.28999996 17.01000023 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.225159 0.594730 0.771751
8.31000042 17.03000069 -0.19000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.028057 0.893808 0.447572
8.28999996 16.97999954 -0.17000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.341553 0.755949 0.558464
8.30000019 17.00000000 -0.20999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.281451 0.483599 0.828805
8.27999973 16.98999977 -0.23000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.279072 0.719209 0.636284
8.31000042 16.94000053 -0.12000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.188663 0.341863 0.920617
8.27999973 16.87999916 -0.20999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.043656 0.795674 0.604149
8.23999977 16.95000076 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.287852 0.520649 0.803782
8.23999977 16.76000023 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.017785 0.548600 0.835896
8.43000031 16.51000023 -0.22000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.070346 -0.456558 0.886908
8.31000042 16.56999969 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.023527 -0.025573 0.999396
8.31999969 16.65999985 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.083740 -0.276988 0.957218
8.32999992 16.56999969 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.015853 -0.271947 0.962182
8.35000038 16.45999908 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.345201 -0.291404 0.892143
8.30000019 16.48999977 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.067739 -0.673062 0.736477
8.22999954 17.21999931 -0.22000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.040396 0.931708 0.360955
8.19999981 17.15999985 -0.20000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.304487 0.867558 0.393232
8.19999981 17.18000031 -0.23000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.169342 0.654485 0.736867
8.18999958 17.13999939 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.330482 0.556177 0.762527
8.21000004 17.18000031 -0.23000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.354515 0.790841 0.498888
8.17000008 17.20999908 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.084261 0.952799 0.291673
8.18000031 17.20999908 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.052838 0.649765 0.758297
8.14999962 17.19000053 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.107137 0.788116 0.606131
8.14999962 17.19000053 -0.23999999 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.107137 0.788116 0.606131
8.15999985 17.14999962 -0.22000000 4 161 173 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 -0.312180 0.697149 0.645389
