//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
-16.15999985 6.57999992 0.75000000 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.815475 0.484237 -0.317041
-16.17000008 6.59999990 0.75999999 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.730715 0.458975 -0.505369
-16.14999962 6.57000017 0.75000000 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.993095 0.009833 0.116899
-16.14999962 6.57000017 0.75000000 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.993095 0.009833 0.116899
-16.17000008 6.59999990 0.75000000 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.851699 0.454137 -0.261473
-16.17000008 6.59000015 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.911362 0.172036 -0.373929
-16.17000008 6.59000015 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.940474 0.339581 -0.013886
-16.15999985 6.59000015 0.74000001 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.833454 0.552453 -0.012277
-16.17000008 6.57000017 0.72000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.981353 0.192129 0.005752
-16.17000008 6.59000015 0.72000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.875870 0.468555 -0.115359
-16.14999962 6.57000017 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.995000 0.099822 0.003220
-16.17000008 6.57000017 0.69999999 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.754170 0.584442 -0.299426
-16.17000008 6.59000015 0.67000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.689751 0.692865 -0.210195
-16.17000008 6.59999990 0.69999999 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.741661 0.572881 -0.348922
-16.17000008 6.57000017 0.68000001 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.839487 0.534219 0.099356
-16.17000008 6.59000015 0.66000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.693810 0.540002 -0.476472
-16.15999985 6.57999992 0.67000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.722224 0.653291 -0.227164
-16.15999985 6.57000017 0.63999999 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.993570 0.112583 0.012023
-16.14999962 6.57000017 0.62000000 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.988956 0.141279 0.044796
-16.15999985 6.57000017 0.63999999 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.993570 0.112583 0.012023
-16.17000008 6.57000017 0.63000000 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.847210 0.235759 -0.476080
-16.17000008 6.57999992 0.64999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.853552 0.517177 0.063070
-16.15999985 6.57000017 0.64999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.922924 0.384009 -0.027336
-16.17000008 6.57000017 0.63999999 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.916964 0.363112 -0.165308
-16.14999962 6.53000021 0.75000000 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.977732 0.192120 0.084435
-16.14999962 6.55000019 0.75999999 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.992554 0.064658 -0.103226
-16.15999985 6.55000019 0.72000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.947435 0.118596 -0.297156
-16.14999962 6.53000021 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.997249 -0.067338 -0.030997
-16.15999985 6.55000019 0.72000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.947435 0.118596 -0.297156
-16.14999962 6.55000019 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.912538 -0.009086 -0.408890
-16.14999962 6.53000021 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.983137 0.181805 0.019686
-16.14999962 6.53000021 0.74000001 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.958799 -0.216161 -0.184333
-16.14999962 6.53000021 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.997249 -0.067338 -0.030997
-16.15999985 6.55000019 0.72000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.947435 0.118596 -0.297156
-16.14999962 6.51000023 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.953793 0.052071 0.295917
-16.13999939 6.51000023 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.969133 -0.246186 0.013210
-16.15999985 6.51999998 0.74000001 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.995560 -0.080128 0.049394
-16.15999985 6.51999998 0.72000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.974070 -0.196820 -0.111573
-16.14999962 6.51000023 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.986569 -0.161564 0.024063
-16.14999962 6.50000000 0.74000001 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.999999 -0.000978 0.000978
-16.14999962 6.51000023 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.953793 0.052071 0.295917
-16.14999962 6.50000000 0.72000003 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.909743 -0.299354 -0.287672
-16.15999985 6.48999977 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.987803 -0.073822 -0.137097
-16.14999962 6.51999998 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.985769 -0.103702 0.132310
-16.14999962 6.51000023 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.953793 0.052071 0.295917
-16.14999962 6.48999977 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.880373 -0.316692 -0.353058
-16.14999962 6.48999977 0.73000002 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.880373 -0.316692 -0.353058
-16.14999962 6.51999998 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.985769 -0.103702 0.132310
-16.15999985 6.48999977 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.987803 -0.073822 -0.137097
-16.15999985 6.50000000 0.70999998 47 159 152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.992236 -0.117990 -0.039330
