//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
14.59000015 0.13000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.046563 0.403104 0.913969
14.60999966 0.15000001 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.311396 -0.188513 0.931394
14.60000038 0.16000000 -0.72000003 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.008478 0.270069 0.962804
14.60999966 0.10000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.472945 -0.185323 0.861382
14.63000011 0.12000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.425970 -0.036054 0.904019
14.61999989 0.10000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.630890 0.073628 0.772371
14.63000011 0.09000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.653540 0.098398 0.750469
14.61999989 0.08000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.591111 0.335233 0.733626
14.71000004 -0.10000000 -0.69999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.534243 0.004058 0.845321
14.68999958 -0.09000000 -0.68000001 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 0.656045 -0.575507 -0.488258
14.64999962 -0.10000000 -0.67000002 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.283741 0.143888 0.948044
14.64000034 -0.12000000 -0.68000001 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.443877 0.295403 0.845996
14.59000015 -0.09000000 -0.70999998 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.524153 0.108296 0.844710
14.60000038 -0.09000000 -0.69999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.645754 0.162578 0.746036
14.60999966 -0.10000000 -0.69999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.474392 -0.028382 0.879856
14.63000011 -0.12000000 -0.70999998 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 0.746398 -0.049950 -0.663623
14.63000011 -0.11000000 -0.70999998 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 0.712608 0.009724 -0.701495
14.63000011 -0.13000000 -0.70999998 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.350904 0.084057 0.932631
14.60999966 -0.11000000 -0.69000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.524101 0.313824 0.791728
14.60000038 -0.10000000 -0.70999998 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.582579 -0.052192 0.811097
14.63000011 -0.11000000 -0.70999998 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 0.712608 0.009724 -0.701495
14.59000015 -0.12000000 -0.70999998 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.558188 0.087531 0.825085
14.59000015 -0.11000000 -0.72000003 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 128.000000 -0.588055 0.097283 0.802949
14.55000019 0.15000001 -0.69999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.013572 0.292411 0.956196
14.55000019 0.14000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.320574 -0.039593 0.946396
14.56000042 0.15000001 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.078855 0.293443 0.952719
14.53999996 0.14000000 -0.69999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.422227 -0.019730 0.906275
14.53999996 0.13000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.171952 0.368063 0.913763
14.53999996 0.13000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.171952 0.368063 0.913763
14.53999996 0.15000001 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.459499 -0.085196 0.884082
14.56999969 0.12000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.114041 -0.025465 0.993150
14.55000019 0.12000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.333214 0.495835 0.801945
14.56999969 0.12000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.114041 -0.025465 0.993150
14.56999969 0.11000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.542954 0.087388 0.835203
14.55000019 0.10000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.106876 -0.003239 0.994267
14.55000019 0.11000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.331183 -0.003749 0.943559
14.56000042 0.05000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.232630 0.151144 0.960749
14.52000046 0.12000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.128308 0.237175 0.962956
14.52999973 0.12000000 -0.75999999 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.323753 0.378990 0.866920
14.52999973 0.10000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.260738 0.192482 0.946027
14.47999954 0.14000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.264305 -0.127550 0.955968
14.48999977 0.13000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.088347 -0.061508 0.994189
14.47999954 0.13000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.051020 -0.017701 0.998541
14.42000008 0.15000001 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.106401 -0.335365 0.936060
14.43000031 0.16000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.238465 -0.249622 0.938522
14.42000008 0.14000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 0.217017 -0.284223 0.933874
14.46000004 0.13000000 -0.75000000 223 22 133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.000000 -0.025955 -0.141058 0.989661
