//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
12.84000015 15.75000000 -1.19000006 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 -0.006785 0.546835 0.837213
12.84000015 15.75000000 -1.19000006 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 -0.006785 0.546835 0.837213
12.80000019 15.68000031 -1.17999995 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 0.253076 0.845121 0.470875
12.80000019 15.69999981 -1.23000002 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 0.024642 0.979829 0.198313
12.78999996 15.69999981 -1.23000002 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 -0.214890 0.899028 0.381539
12.78999996 15.71000004 -1.24000001 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 -0.235897 0.888694 0.393162
12.78999996 15.71000004 -1.24000001 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 -0.235897 0.888694 0.393162
12.75000000 15.73999977 -1.19000006 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 0.352081 0.643572 0.679599
12.72000027 15.75000000 -1.19000006 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 -0.227712 0.942591 0.244273
12.73999977 15.68000031 -1.19000006 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 0.388552 0.663018 0.639871
12.72999954 15.68000031 -1.19000006 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 -0.349079 0.804954 0.479784
12.72000027 15.68000031 -1.14999998 163 101 123 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 132.000000 0.159561 -0.670158 -0.724865
