//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
3.29999995 -14.09000015 0.11000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.528831 0.666495 0.525473
3.28999996 -14.14000034 0.10000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.122828 0.859795 0.495647
3.26999998 -14.10000038 0.10000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.506666 0.590830 0.627862
3.25999999 -14.09000015 0.13000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.550310 0.718873 0.424713
3.25999999 -14.09000015 0.13000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.550310 0.718873 0.424713
3.25999999 -14.14000034 0.10000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.090619 0.963623 0.251435
3.25000000 -14.14000034 0.12000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.294420 0.667673 0.683761
3.25999999 -14.19999981 0.20000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.328978 0.544017 0.771894
3.28999996 -14.22000027 0.20000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.567118 0.349371 0.745866
3.27999997 -14.22000027 0.19000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.132745 0.912450 0.387058
3.26999998 -14.19999981 0.20000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.392043 0.509168 0.766192
3.27999997 -14.22000027 0.19000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.132745 0.912450 0.387058
3.28999996 -14.19999981 0.18000001 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.535899 0.613664 0.579853
3.28999996 -14.22000027 0.18000001 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.110434 0.861960 0.494802
3.28999996 -14.22000027 0.17000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.257724 0.920032 0.295159
3.30999994 -14.19999981 0.11000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.158972 0.524460 0.836462
3.25000000 -14.18000031 0.13000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.696081 0.522478 0.492431
3.25000000 -14.18000031 0.13000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.696081 0.522478 0.492431
3.25999999 -14.18000031 0.13000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.226015 0.621931 0.749746
3.25999999 -14.22000027 0.17000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.071954 0.850756 0.520612
3.25000000 -14.21000004 0.16000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.020765 0.804290 0.593874
3.25999999 -14.18999958 0.13000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.615627 0.432107 0.659005
3.26999998 -14.18999958 0.14000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.091312 0.804416 0.587006
3.25000000 -14.19999981 0.14000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.263013 0.865054 0.427206
3.07999992 -14.03999996 0.19000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.606140 0.514965 0.606140
3.08999991 -14.03999996 0.15000001 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.518062 0.741733 0.425962
3.21000004 -14.06999969 0.11000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.507599 0.531052 0.678474
3.24000001 -14.14000034 0.13000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.519313 0.485917 0.702993
3.23000002 -14.13000011 0.12000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.549857 0.576927 0.603997
3.22000003 -14.10999966 0.10000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.477831 0.652197 0.588486
3.20000005 -14.06000042 0.11000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.069987 0.812702 0.578461
3.20000005 -14.09000015 0.12000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.664267 0.674011 0.323201
3.24000001 -14.22000027 0.18000001 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.445135 0.477986 0.757222
3.24000001 -14.19999981 0.16000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.435096 0.756903 0.487636
3.13000011 -14.14000034 0.23999999 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.368225 0.307611 0.877374
3.10999990 -14.09000015 0.22000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.222688 0.903852 0.365325
3.14000010 -14.10000038 0.16000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.279253 0.862175 0.422695
3.14000010 -14.10999966 0.17000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.104346 0.645179 0.756873
3.07999992 -14.18999958 0.20999999 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.106300 0.811086 0.575187
3.09999990 -14.18999958 0.17000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.067904 0.680486 0.729608
3.09999990 -14.14999962 0.18000001 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.174475 0.514477 0.839567
3.07999992 -14.17000008 0.15000001 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 121.000000 0.626293 0.435900 0.646334
3.31999993 -14.11999989 0.07000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.259028 0.905867 0.335127
3.28999996 -14.11999989 0.08000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.483731 0.470523 0.737979
3.29999995 -14.14000034 0.09000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.477554 0.735334 0.480859
3.29999995 -14.14000034 0.05000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.411076 0.909757 0.057955
3.28999996 -14.14000034 0.05000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.595948 0.616207 0.514913
3.25000000 -14.07999992 0.04000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.124023 0.967892 0.218639
3.25000000 -14.13000011 0.09000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.001381 0.697373 0.716707
3.25000000 -14.14000034 0.06000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.143241 0.716204 0.683033
3.25999999 -14.10000038 -0.04000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.521428 0.636176 0.568677
3.25000000 -14.09000015 -0.04000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.485132 0.873781 -0.033973
3.27999997 -14.11999989 -0.05000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.641232 0.651174 0.405948
3.31999993 -14.17000008 0.07000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.549808 0.654053 0.519544
3.29999995 -14.17000008 0.07000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.341722 0.904903 0.253725
3.31999993 -14.17000008 0.06000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.232612 0.757159 0.610411
3.28999996 -14.22000027 0.09000000 5 165 170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 176.000000 0.000000 68.000000 0.224104 0.557943 0.799048
