//X Y Z R G B PointSourceId UserData EdgeOfFlightLine ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity Classification Nx Ny Nz
7.88999987 17.07999992 -0.22000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.602446 0.419886 0.678789
7.90999985 16.97999954 -0.20000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.684952 0.166280 0.709360
7.92000008 16.96999931 -0.22000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.422938 -0.248344 0.871463
7.94000006 16.94000053 -0.20000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.435961 -0.163667 0.884958
7.94999981 16.89999962 -0.23000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.396359 0.177281 0.900817
7.88999987 16.95000076 -0.20000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.650715 0.241064 0.720041
7.90000010 16.95000076 -0.20999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.884912 0.056250 0.462349
7.90000010 16.94000053 -0.22000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.411101 0.156132 0.898120
7.92000008 16.87000084 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.888355 0.028223 0.458289
7.90999985 16.82999992 -0.20000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.379613 -0.395365 0.836409
7.92000008 16.79000092 -0.20999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.614524 0.142043 0.776005
7.88000011 17.05999947 -0.20999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.328828 0.193345 0.924386
7.82000017 17.06999969 -0.20999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.613194 0.633354 0.472076
7.84999990 17.06999969 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.814899 0.304208 0.493353
7.88000011 17.03000069 -0.20000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.345710 0.151335 0.926058
7.86999989 17.01000023 -0.19000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.348014 0.351080 0.869269
7.88000011 17.01000023 -0.20000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.375795 0.369558 0.849827
7.88000011 16.96999931 -0.19000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.493883 0.091984 0.864649
7.86999989 16.98999977 -0.19000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.551722 0.279813 0.785689
7.86999989 16.97999954 -0.19000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.422853 0.104667 0.900133
7.88000011 16.98999977 -0.20000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.398226 0.158434 0.903501
7.86999989 16.98999977 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.757043 0.201981 0.621361
7.86999989 16.96999931 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.620325 0.337027 0.708245
7.88000011 16.97999954 -0.20999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.854543 0.241336 0.459905
7.86000013 16.93000031 -0.19000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.752023 0.256981 0.606978
7.84999990 16.87999916 -0.19000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.747095 0.306871 0.589643
7.88000011 16.92000008 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.582662 0.049378 0.811213
7.82999992 16.95999908 -0.23000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.821623 0.057980 0.567075
7.82000017 16.89999962 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.386910 -0.328334 0.861683
7.82000017 16.89999962 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.386910 -0.328334 0.861683
7.84000015 16.90999985 -0.23999999 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.623178 -0.138982 0.769632
7.78999996 16.88999939 -0.18000001 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.555676 0.131181 0.820985
7.80000019 16.87999916 -0.17000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.403989 -0.086276 0.910686
7.84999990 16.85000038 -0.18000001 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.465557 -0.245753 0.850213
7.84999990 16.87000084 -0.17000000 95 156 130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.664525 0.113961 0.738525
